"","B_p.val","A_p.val","C_p.val","B_r.sq","A_r.sq","C_r.sq","B_avg","A_avg","C_avg","B_acro","A_acro","C_acro","B_amplitude","A_amplitude","C_amplitude","B_q.val","A_q.val","C_q.val","Group:Time_p.val","Group:Time_q.val"
"Variable_35",0.0703562910486729,0.189453060494548,0.947841410437654,0.167271073864795,0.112040877705187,0.00381898045250133,0.275761968718046,-0.498166272828838,-1.17821481449379,8.90974052312234,18.3701920980816,22.9629929956347,0.821110955289172,0.448146198912974,0.104956718671404,0.489778620820399,0.331403463392913,0.993710502923207,0.112791329141102,0.52465272815753
"Variable_36",0.867552210654399,0.143578743661295,0.314469504607311,0.00975074219675292,0.129453139794221,0.0793114278277375,0.952269866083723,0.753913346985292,0.784437756866423,13.6218670252304,20.082664479753,12.5496548164626,0.0432714643715444,0.0890859560903116,0.0428452105230845,0.998231663347225,0.277255505001121,0.730647078361873,0.927051294476034,1
"Variable_37",0.0787144212032785,0.0551904126216135,0.747319289254046,0.160799344848431,0.186920301948571,0.0205895623705547,0.041208112555807,-0.263823564960779,0.381464084191838,11.2881927757297,17.4291263330492,15.2731399933433,0.761688383233866,0.995561775721837,0.253989607090949,0.489778620820399,0.153901545639051,0.990965631763412,0.137905295869129,0.52465272815753
"Variable_38",0.342864160636462,0.761248329478485,0.32618173141155,0.0711631123733169,0.019296790460079,0.0769034736725361,6.00638017163688,5.95273981898168,6.02684711281923,10.3095108397862,3.98946348899336,12.5804969135616,0.0465568219908723,0.0326397498712287,0.0359142990859115,0.994799583401223,0.775089208196275,0.730647078361873,0.85310918596294,0.96513362452373
"Variable_39",0.0432367253843922,0.523383091193662,0.641446258116751,0.194768265310116,0.0451927852222153,0.0312187294476578,0.480091964031292,0.433780238153572,0.152452852490687,12.6713390814981,12.9787220708895,7.44842846730002,0.343118556464282,0.148822392922858,0.147283448234518,0.372501018696302,0.635449762629844,0.913433370838107,0.667642200220713,0.812657677509386
"Variable_40",0.0190206045576904,0.851723905001023,0.125846497902689,0.23910309963305,0.0113983169990967,0.137611536478974,-0.0332691432151434,-0.376909345747074,-0.341301881687535,1.64820303895503,8.48899663397281,22.9800806806119,0.154613324400385,0.061131608635087,0.0833854558863059,0.213030771046133,0.859397093334365,0.576044662077802,0.437280553250737,0.653166011467062
"Variable_41",0.47643406789513,0.0926257801434387,0.25938303403946,0.0498475399129113,0.156286235732921,0.0918895291482337,-3.13363630270405,-3.31912442008984,-3.21603135894103,4.43743164644868,22.0928944540531,11.1879215172812,0.170430898539517,0.204502250991645,0.100430294792962,0.994799583401223,0.211716068899289,0.695213055270143,0.331772868831754,0.570830247547775
"Variable_42",0.78897669331191,0.0653623389109408,0.247676235795731,0.0162132307385757,0.177036560830539,0.0948802859614559,2.07098403430337,2.00443602474392,1.95629411172655,6.44412535791186,22.6922189819249,8.39775459828805,0.0927878159333298,0.162680952426009,0.0944037506853384,0.998231663347225,0.166376862682395,0.695213055270143,0.529109544685272,0.750129987401905
"Variable_43",0.610157775932154,0.177721217793658,0.824901031744046,0.0334976664895935,0.116086130225364,0.0136553271403724,-0.967478355357406,-1.39953813676092,-1.42513331127771,12.4373724087813,21.0564207164804,5.80540795449264,0.321553981286928,0.579770931036069,0.139788656932292,0.998231663347225,0.321044780530478,0.990965631763412,0.402845025500168,0.635473843042519
"Variable_44",0.176943099058866,0.573820989272234,0.285407869792829,0.112585629621479,0.0388974157730996,0.0856663352688146,1.46047814969968,1.96677639582165,2.33446009627391,23.7099672017558,7.03901267199948,13.3531817547688,0.338683809835177,0.263197545865608,0.316250940565986,0.792705083783721,0.662434725202112,0.710348475928819,0.195344977964094,0.52465272815753
"Variable_45",0.0773409844840484,0.235398087699947,0.282549356372675,0.161817479638358,0.098161481101341,0.0863235069239324,-0.656867635494407,-0.735679762249115,-0.938311173436152,16.238076738421,18.8383729979317,12.6325572685627,0.776405562189672,0.610673217587288,0.406106118291904,0.489778620820399,0.369162590859859,0.710348475928819,0.655134122213247,0.81227817903478
"Variable_46",0.896752599052553,0.0833287596901095,0.807449751351752,0.00748736444794332,0.162636700012509,0.0151606491158828,1.09608395268074,0.880735514283828,0.958735846152708,10.9992889498325,21.0237773244156,7.19841679761254,0.139456563041277,0.526631907998655,0.111037855438371,0.998231663347225,0.198570661389197,0.990965631763412,0.587575231538211,0.770280415852049
"Variable_47",0.278531814501166,0.562275051861132,0.480647486002813,0.0843795075592662,0.0402918099997785,0.0509844382845858,-7.35372988090656,-5.7973942254733,-5.32621545634426,3.28173765006126,21.212654131815,16.3945912166207,0.718527714719609,0.313466664754193,0.288752648891607,0.891301806403732,0.662434725202112,0.793553756978093,0.329374798511687,0.570830247547775
"Variable_48",2.69200328521414e-07,2.94694697516691e-10,7.61885368651653e-13,0.647708824666947,0.791435263968247,0.863723588776837,-1.52511584326134,-1.51631301558088,-1.78265945270555,10.0589704585816,9.54190402375469,9.21559794698317,0.66892609673822,0.810403981065219,0.897651554139466,1.55905090619206e-05,3.30058061218694e-08,8.53311612889851e-11,0.119371298939764,0.52465272815753
"Variable_49",0.322046820452545,0.202003705784709,0.0660820732834923,0.0751668669124313,0.107963120558516,0.176392559405568,1.12357879765483,0.760183233083126,0.957969447616827,21.6308779617115,5.51417898860353,17.2285139316843,0.084706150237991,0.639487098453601,0.100036573152921,0.994799583401223,0.336085549762108,0.54797818439404,0.0437048874791412,0.482447656061035
"Variable_50",0.771273454631431,0.268343467187083,0.654892713339466,0.0177517406234778,0.0896839159257091,0.0297820683759237,-3.64433678486936,-3.67085600065555,-3.66908006831304,23.4388455356654,4.62631142371581,2.68433585270208,0.0348206354806474,0.0721078188105942,0.0385166852312415,0.998231663347225,0.383093203282089,0.913433370838107,1,1
"Variable_51",0.555521644266241,0.667453248502579,0.967486961916238,0.0397304197480578,0.0284645943247339,0.00235816730341764,-3.65879137009062,-3.70347991208225,-2.94764062008876,15.9397964283517,10.1844830570849,19.6194975611394,0.7052135756749,0.528393545229292,0.139178615307363,0.998231663347225,0.718191279486227,0.993710502923207,1,1
"Variable_52",0.863633506001873,0.276052233920634,0.20939685698314,0.010059870191666,0.0878404598621813,0.105669857459943,-5.02226296031773,-4.73062793384849,-4.61071736719561,22.9728199159978,19.2318847055569,9.27235820209072,0.0483885349127935,0.481310705404696,0.433293417469098,0.998231663347225,0.386473127488887,0.695213055270143,0.138596517027172,0.52465272815753
"Variable_53",0.0139765975352808,0.43973053050178,0.212207478191473,0.255102267296505,0.0569964449828771,0.104817718671688,3.99550242540402,4.0227057808103,4.22042047621777,14.2477546331154,17.1678314549108,17.2265065080959,0.383630917197036,0.145952509403452,0.232303783701749,0.184002200894903,0.566089878347119,0.695213055270143,0.336382110162082,0.570830247547775
"Variable_54",0.893861421479008,0.0773339315523658,0.254670414895927,0.00770838000360728,0.16709040802154,0.0930780929837927,1.47557632028197,1.61593144973961,1.7363217470729,13.9921318961198,20.7421423348316,10.6436183178592,0.05670962882924,0.311283828863218,0.205224306481713,0.998231663347225,0.18829131160576,0.695213055270143,0.166397884617855,0.52465272815753
"Variable_55",0.340253833927277,0.00533323767333442,0.859646944466105,0.07165253974938,0.311914810848524,0.0107442567994002,1.59283586467879,1.47769309679422,1.17995601339056,15.6893699174317,9.53827699432134,14.3615980015474,0.552735887748522,0.979262692296055,0.134959852439875,0.994799583401223,0.0543020563103141,0.990965631763412,0.0984017645381923,0.52465272815753
"Variable_56",0.865302220109591,0.233935908149848,0.401289514326406,0.00992807394099276,0.0985627672761031,0.0631381422270823,-2.33045520719069,-2.5304328182505,-2.57609045415322,5.16908633421431,21.4017228618958,11.5035852782513,0.0562692408045172,0.13843807074974,0.0829310998244372,0.998231663347225,0.369162590859859,0.779097816904393,0.580528159101794,0.770280415852049
"Variable_57",0.963647766791835,0.219948504492312,0.447300475639955,0.00255049630796846,0.102523822529072,0.055846056481041,4.02178947382556,3.85762669474266,3.91698372049206,17.5459224783352,22.3423431393536,2.49249172118598,0.0512141217354422,0.297981147614866,0.146952902086789,0.998231663347225,0.357017862364332,0.793553756978093,0.959531880301337,1
"Variable_58",0.212632059359835,0.185364167677876,0.00578761600149155,0.10126931756212,0.113423679596852,0.307884539521328,-0.891411740945145,-0.695279908421257,-0.861372615660615,20.645392616873,18.6689223531395,5.38105121153502,0.143186104497795,0.175428226971038,0.295840306837306,0.836731980783262,0.329536298094001,0.0918114894439232,0.000807096601859736,0.0225987048520726
"Variable_59",0.836626010158639,0.36327319758149,0.322858874534947,0.0122265804850453,0.0697748076289374,0.0775783649728491,4.22543651017379,4.41583067257322,4.42097392573687,12.4265999209263,6.60198793692964,19.0212958345706,0.0463180395093094,0.109317012472094,0.100929084080832,0.998231663347225,0.487957528993952,0.730647078361873,0.296704618115727,0.540399410105562
"Variable_60",0.00248893099326136,0.433745801283953,0.000916778258592267,0.338675397280232,0.0579190226117225,0.393237294759435,-3.04122990133812,-3.17077432181626,-2.85987318943554,15.7000040109711,20.0982483999814,3.55431250894161,0.898004459654875,0.185138573131388,0.594959082540976,0.0557520542490544,0.564878252834916,0.0256697912405835,7.01260200376658e-05,0.00261803808140619
"Variable_61",0.485479773558758,0.0360151761487425,0.652566464828459,0.0486142758732599,0.211336349758048,0.0300286407935475,-3.69909653981286,-3.33518207098299,-3.01387233320029,23.0178031693517,7.97518418881253,0.996778634307393,0.547914321763904,0.599915673911022,0.139785466823446,0.994799583401223,0.121806393845876,0.913433370838107,0.35122852296252,0.57849403782062
"Variable_62",0.219901084246534,0.0346472758387717,0.13740013812177,0.0991834212537972,0.213514627923272,0.13218399608882,-3.12132272868115,-2.90804657507621,-2.82165637607828,23.6692872796911,5.60081852893253,0.307347833222121,0.253732596047901,0.194167952325315,0.150175127833729,0.836731980783262,0.121806393845876,0.591877518063011,0.559068357035987,0.770280415852049
"Variable_63",0.576176650562141,0.0551925768638353,0.87297144993409,0.0373096978873128,0.186918024548138,0.00965681537924589,-2.05738763535963,-1.36260107250733,-0.43134858777678,0.841355281631927,21.2606810432251,20.5712046938201,0.884367027571306,1.35802506907676,0.123626396680035,0.998231663347225,0.153901545639051,0.990965631763412,0.811836566310095,0.937378303368357
"Variable_64",0.994730814826309,0.000859630169160215,0.696301137804439,0.000364286479046156,0.396020413233145,0.0255238333668552,-3.10939343029269,-3.45700008078318,-3.2993279222286,14.7318367878889,8.61835735150247,20.2351888391849,0.0169981453813098,0.417856457875112,0.164865530316355,0.998231663347225,0.016046429824324,0.95104545651338,0.215056589150745,0.52465272815753
"Variable_65",0.92253934582812,0.609203363355513,0.827075003918585,0.00554493205152004,0.0347809649514703,0.0134698792163664,-2.35492559465759,-2.34144488305251,-2.26707681588816,16.8293210199217,5.24100712508979,12.1363001229663,0.016278908640081,0.0522043337276166,0.0286238734792916,0.998231663347225,0.662434725202112,0.990965631763412,1,1
"Variable_66",0.396204347188096,0.0461092430711257,0.11852411211438,0.0618543003315936,0.197294414036807,0.141296295504731,-6.76536780933986,-6.51656542385599,-5.67928829524203,1.56317651367916,21.7841852011684,16.5888058231894,0.552920633602829,0.92373657760436,0.322037623767279,0.994799583401223,0.14259098484754,0.576044662077802,0.282310514619921,0.527606554828318
"Variable_67",0.96636547149941,0.00842330921210667,0.872738384533557,0.00235674825189602,0.289080877813489,0.00967570352325551,-5.57930321836261,-4.18441848099024,-4.31558960741402,0.78163557065891,20.2685230626178,1.67965738970886,0.309683143405773,1.907988177915,0.382414911465263,0.998231663347225,0.0752093519856717,0.990965631763412,0.578449489405039,0.770280415852049
"Variable_68",0.377514585041162,0.251356180675918,0.935991258250842,0.0649754449405966,0.0939262665955432,0.00471379375304581,-1.99327872733376,-2.04788080482521,-2.04566440559377,16.1708799547383,9.54435631993858,21.4585476302044,0.0586556913008482,0.0536405038351917,0.0108910145389528,0.994799583401223,0.376366725097235,0.993710502923207,0.458453610002268,0.675615846319132
"Variable_69",0.858008440241337,0.471027925052992,0.128581397785224,0.0105058953762456,0.0523538781092878,0.136286182641871,0.560765522409385,0.283587151035427,0.028618953987267,7.99827190989728,7.03704531931584,0.659872427953736,0.113101130506126,0.292756017641297,0.586965368838855,0.998231663347225,0.599490086431081,0.576044662077802,0.196695256732124,0.52465272815753
"Variable_70",0.457582922661693,0.580320472942071,0.00560757123768967,0.0524892964306836,0.0381238970746221,0.309445117953764,-3.73551234461182,-3.72690010377277,-3.74987756401783,11.1969817790009,15.8336967495877,9.91578816363886,0.0600956917068725,0.055942686863959,0.12874590660399,0.994799583401223,0.662434725202112,0.0918114894439232,0.465988006213347,0.677800736310323
"Variable_71",0.242374797114444,0.252675501900939,0.0929605848525604,0.0931178387869557,0.093587390911768,0.156068765899386,-2.97920614873733,-2.98625001802495,-3.05478973831069,9.09470130472971,21.0959888680191,7.98367517957487,0.155210609446209,0.145467321919509,0.115969563197899,0.875676686348957,0.376366725097235,0.54797818439404,0.206187752927273,0.52465272815753
"Variable_72",0.0469783362576066,0.597996596003998,0.104037033201531,0.190145996890464,0.0360602092943069,0.149255519911415,-2.97181867522156,-2.86295770666949,-2.65497405453918,20.9288033299614,21.2927029895397,3.10002708958063,0.213095869707644,0.133325159138151,0.164676888437034,0.375826690060853,0.662434725202112,0.576044662077802,0.259591866767183,0.527606554828318
"Variable_73",0.520743741490515,0.0575422057250957,0.43211503631,0.0440023346927958,0.184493160892938,0.0581724628463522,-3.94262764316932,-3.82242185178888,-4.29119256974213,6.36039843004131,10.256186981125,18.4772506581869,0.157465933642692,0.362892463756589,0.126368680959269,0.998231663347225,0.153901545639051,0.793391542077377,0.236150037485481,0.52465272815753
"Variable_74",0.919317373599577,0.0140565875258115,0.238058388488845,0.00578484912687134,0.262595629600963,0.0974372781165275,-0.560462186489541,-0.622744045587658,-0.466894315133097,12.5492012327725,20.584000562487,13.8524610713415,0.0524434334278959,0.274306345018975,0.094089611749787,0.998231663347225,0.0787168901445444,0.695213055270143,0.268036312347762,0.527606554828318
"Variable_75",0.821690770047655,0.0471059503514195,0.869011134651604,0.0134529068240234,0.19606729280322,0.00997840635630453,-3.55096465656112,-4.45013817768538,-4.54990340126629,16.1287262872894,9.44419374187437,21.0786475978908,0.451581138797311,1.59298370072898,0.289556569049934,0.998231663347225,0.14259098484754,0.990965631763412,0.487060034107124,0.699368254102538
"Variable_76",0.480720184079544,0.105515779220942,0.00261024451558963,0.0492604909446198,0.14839744079796,0.346151355106779,-1.20737046399879,-1.34889864398672,-1.31502849489032,0.571300113002014,5.09288156438695,0.823101865981123,0.182237807237204,0.243861348570036,0.243388082523291,0.994799583401223,0.227292680743116,0.0584694771492076,0.735056906327958,0.866593405355066
"Variable_77",0.110129107094293,0.175165744042709,0.820125093283632,0.141136228025123,0.11700009758242,0.0140643313207854,3.36883783465929,4.10987172662958,4.47167751393101,23.6531344990006,22.0163930485541,17.1211416685349,0.620584444029651,0.454255269782806,0.0942101963647812,0.573554966102559,0.321044780530478,0.990965631763412,0.2743653729065,0.527606554828318
"Variable_78",0.916018261648643,0.86399714301988,0.826782209152937,0.00603132281071013,0.0103875172637579,0.0134948293065133,4.27276680115502,4.26100498040838,4.2557857513248,0.955951317324367,2.89264077779157,6.11815409557296,0.0225783968299622,0.0312269057381072,0.0299572306870937,0.998231663347225,0.86399714301988,0.990965631763412,1,1
"Variable_79",0.475156333249409,0.589591641072865,0.0861718510244816,0.0500234966717864,0.0370343217343847,0.160627622744104,-2.94046153434527,-3.33648580082216,-3.52985725670668,14.0970296611381,0.370748575435616,15.1353336604665,0.261468597122761,0.161656431909167,0.259154370488882,0.994799583401223,0.662434725202112,0.54797818439404,0.420780525705294,0.645581080534149
