"","unique_group","p.val","r.sq","avg","acro","amplitude","q.val"
"Variable_16.1","B",0.868839001901445,0.00964951684057266,-1.35314984755872,20.7957754590694,0.307014716729802,0.964973090602404
"Variable_16.2","A",0.11761081389109,0.141770624717676,-1.2903058829488,9.18336247089201,0.705076419417665,0.400972286999299
"Variable_16.3","C",0.296758761331816,0.0831156937012473,-0.962242023922797,19.0269031185058,0.402680426424791,0.615499653132656
"Variable_17.1","B",0.433608025432864,0.0559994911550305,0.974145690063873,9.14004738067931,0.509973155520846,0.751229841399012
"Variable_17.2","A",0.00293388916716728,0.34066956766872,1.01365936055901,8.18763158322471,0.958433086134142,0.0518835136930634
"Variable_17.3","C",0.0885175395631735,0.159015852299413,0.741834953172026,2.93077353180274,0.58798596680026,0.351104057963867
"Variable_18.1","B",0.0849422368791691,0.156380787760207,0.602431188429881,23.8580724123631,0.739095347106731,0.348840264388263
"Variable_18.2","A",0.242558895903395,0.0962290618878799,1.45263021711391,21.9929717765688,0.477563445727874,0.582141350168147
"Variable_18.3","C",0.790669855164908,0.0166368233423961,1.86830676987745,17.3968751261321,0.11735954972109,0.962554606287715
"Variable_19.1","B",0.442693766056182,0.0546484548736038,4.56950981600965,15.887859895248,0.107446203255821,0.758903598953454
"Variable_19.2","A",6.97988977553566e-05,0.495185244884897,4.37102315473684,19.5102662764345,0.253209160718377,0.00260582551619998
"Variable_19.3","C",0.151523821856108,0.126097619089813,4.39660557491842,13.0099613654031,0.0938333470662031,0.462836401305931
"Variable_20.1","B",0.742041227436465,0.020365655511414,7.91894648913412,11.7589219561224,0.0985537742839114,0.94441610764641
"Variable_20.2","A",0.0349075085338586,0.213094147718657,7.76998922052183,21.2708691119958,0.243982537074969,0.221300431459934
"Variable_20.3","C",0.986057144849863,0.00100242365323109,7.83872643331381,8.79418945137215,0.0100851872419062,0.997700160542208
"Variable_21.1","B",0.556508731738634,0.0396128431595776,-3.85346896183866,19.6713403142789,1.09276911754908,0.826218978426
"Variable_21.2","A",0.00479635450704648,0.317109917836134,-3.84526397839525,8.53965762072336,2.28917552845347,0.0767416721127437
"Variable_21.3","C",0.825736266471571,0.0135840248818889,-4.01853871586966,9.47607041973889,0.325844008505726,0.964973090602404
"Variable_22.1","B",0.976063490072341,0.00166947682790828,6.4188438106202,19.9129539677428,0.0205894025619868,0.997700160542208
"Variable_22.2","A",0.0148025792379693,0.259866922376381,6.52053194099573,22.8336207357586,0.291060799250298,0.127529913434812
"Variable_22.3","C",0.957244734406312,0.00311629064002299,6.71613282709089,5.93428710507258,0.0164609742242493,0.997164476085447
"Variable_23.1","B",0.0147858911433404,0.252204949163882,-1.31340888417379,22.899988708102,0.228180224135017,0.127529913434812
"Variable_23.2","A",0.608199381773011,0.0348946736851973,-1.65769017328684,0.537596099095452,0.0728046723288421,0.840217265218048
"Variable_23.3","C",0.413943762981288,0.061058213228148,-1.89193073740509,5.52694639938785,0.0932864958896069,0.735900023077845
"Variable_24.1","B",0.800457219624385,0.0152325984064487,0.847681897289906,22.2783409909726,0.132714526889149,0.964973090602404
"Variable_24.2","A",0.347645054733616,0.0726920053755661,0.941223623399698,21.3974305114746,0.359582509550633,0.679120572037762
"Variable_24.3","C",0.588580367522685,0.0371523935378142,1.04928255854087,7.90223475744851,0.241304943617978,0.832364669749927
"Variable_25.1","B",0.809269693668005,0.0144887068612552,2.35170327017581,2.97165238342195,0.10207094517451,0.964973090602404
"Variable_25.2","A",0.0172807297206246,0.251638258467297,2.24020535196043,21.764145699525,0.303993622822452,0.141617687466582
"Variable_25.3","C",0.534975510512156,0.0436975273536771,2.19534834831639,11.8225754686243,0.082166360038284,0.814113186888063
"Variable_26.1","B",0.19899329549817,0.105368819255161,0.185124843371031,4.84498089890589,0.0828764252695691,0.543591441360856
