"","Feature","Comparison","Effect","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"497","Variable_28","B vs C","unique_group:Timepoint_sin",1,0.00806683087184654,0.00806683087184654,0.0209955187051463,0.885302311321
"498","Variable_28","B vs C","Residuals",57,21.9003572215888,0.384216793361207,NA,NA
"499","Variable_28","A vs C","unique_group",1,1.25173491823311,1.25173491823311,4.51420314146841,0.0380420587297728
"500","Variable_28","A vs C","Timepoint_cos",1,0.0682268817854619,0.0682268817854619,0.246050501270084,0.621811189262696
"501","Variable_28","A vs C","Timepoint_sin",1,0.0371615403023511,0.0371615403023511,0.13401778565982,0.715681503430127
"502","Variable_28","A vs C","unique_group:Timepoint_cos",1,0.609146728987391,0.609146728987391,2.19680064649118,0.143903288485585
"503","Variable_28","A vs C","unique_group:Timepoint_sin",1,0.217236847506801,0.217236847506801,0.783433652903231,0.379877894573193
"504","Variable_28","A vs C","Residuals",56,15.5281349164656,0.277288123508315,NA,NA
"505","Variable_29","B vs A","unique_group",1,0.182604924868833,0.182604924868833,1.65552297185659,0.203410120179756
"506","Variable_29","B vs A","Timepoint_cos",1,0.0278842193625268,0.0278842193625268,0.252802413407584,0.617045926228848
"507","Variable_29","B vs A","Timepoint_sin",1,0.00060511059205033,0.00060511059205033,0.00548602118137092,0.941215855408326
"508","Variable_29","B vs A","unique_group:Timepoint_cos",1,0.349813759366178,0.349813759366178,3.17146273529158,0.0802642152106479
"509","Variable_29","B vs A","unique_group:Timepoint_sin",1,0.212425227591638,0.212425227591638,1.92587820034116,0.170611412422582
"510","Variable_29","B vs A","Residuals",57,6.28712551529916,0.110300447636827,NA,NA
"511","Variable_29","B vs C","unique_group",1,0.232317442514464,0.232317442514464,2.40022572079687,0.126852650634314
"512","Variable_29","B vs C","Timepoint_cos",1,0.0616164061738226,0.0616164061738226,0.636599995767723,0.428256231540823
"513","Variable_29","B vs C","Timepoint_sin",1,0.147609488462715,0.147609488462715,1.5250516147526,0.221923075329086
"514","Variable_29","B vs C","unique_group:Timepoint_cos",1,0.0281145327050277,0.0281145327050277,0.29046990099588,0.592018447958114
"515","Variable_29","B vs C","unique_group:Timepoint_sin",1,0.00807631581704376,0.00807631581704376,0.0834417801071485,0.773734255915777
"516","Variable_29","B vs C","Residuals",57,5.51702038211977,0.0967898312652592,NA,NA
"517","Variable_29","A vs C","unique_group",1,0.00294213272957937,0.00294213272957937,0.0599509648883692,0.807468458247249
"518","Variable_29","A vs C","Timepoint_cos",1,0.112069528517809,0.112069528517809,2.28360750066766,0.136370218393178
"519","Variable_29","A vs C","Timepoint_sin",1,0.00560965694025719,0.00560965694025719,0.114306313539171,0.736557970147829
"520","Variable_29","A vs C","unique_group:Timepoint_cos",1,0.185227231775053,0.185227231775053,3.77432029387187,0.057079226517021
"521","Variable_29","A vs C","unique_group:Timepoint_sin",1,0.132426513123171,0.132426513123171,2.69841573043899,0.106052157021274
"522","Variable_29","A vs C","Residuals",56,2.74823654904024,0.0490756526614329,NA,NA
"523","Variable_30","B vs A","unique_group",1,0.0034839487005141,0.0034839487005141,0.204232131550233,0.653041322219104
"524","Variable_30","B vs A","Timepoint_cos",1,0.0105107434346096,0.0105107434346096,0.61614900802391,0.435732387319665
"525","Variable_30","B vs A","Timepoint_sin",1,0.00518996913487139,0.00518996913487139,0.304240547209635,0.583392121821705
"526","Variable_30","B vs A","unique_group:Timepoint_cos",1,0.0558687244740779,0.0558687244740779,3.27507367851023,0.0756130909467342
"527","Variable_30","B vs A","unique_group:Timepoint_sin",1,0.00654200560034051,0.00654200560034051,0.383498111833263,0.538204470102553
"528","Variable_30","B vs A","Residuals",57,0.97234981793479,0.0170587687356981,NA,NA
"529","Variable_30","B vs C","unique_group",1,0.0117541453260885,0.0117541453260885,0.929720756516099,0.339008569633747
"530","Variable_30","B vs C","Timepoint_cos",1,0.0270827425771629,0.0270827425771629,2.14217088685169,0.14879214906089
"531","Variable_30","B vs C","Timepoint_sin",1,0.00389249550178156,0.00389249550178156,0.307885751133226,0.581151450141742
"532","Variable_30","B vs C","unique_group:Timepoint_cos",1,0.0300399602596467,0.0300399602596467,2.37607871976229,0.128740293999256
"533","Variable_30","B vs C","unique_group:Timepoint_sin",1,0.00765377512544333,0.00765377512544333,0.605392685084255,0.439745676402613
"534","Variable_30","B vs C","Residuals",57,0.720631736885875,0.0126426620506294,NA,NA
"535","Variable_30","A vs C","unique_group",1,0.00240140787530694,0.00240140787530694,0.308551552207549,0.58078276871114
"536","Variable_30","A vs C","Timepoint_cos",1,0.00535731310665705,0.00535731310665705,0.688349235345784,0.410249265414336
"537","Variable_30","A vs C","Timepoint_sin",1,0.000299272637658354,0.000299272637658354,0.0384528750123007,0.845246419444042
"538","Variable_30","A vs C","unique_group:Timepoint_cos",1,0.00447694061163323,0.00447694061163323,0.575232133226798,0.451367577015835
"539","Variable_30","A vs C","unique_group:Timepoint_sin",1,6.04216933293293e-05,6.04216933293293e-05,0.0077634488732532,0.930103238903448
"540","Variable_30","A vs C","Residuals",56,0.435839133055895,0.0077828416617124,NA,NA
"541","Variable_31","B vs A","unique_group",1,0.162593458858917,0.162593458858917,4.0830839373647,0.0480215505702787
"542","Variable_31","B vs A","Timepoint_cos",1,0.0158774295619808,0.0158774295619808,0.398717624104518,0.530276498771273
"543","Variable_31","B vs A","Timepoint_sin",1,0.00545506929747761,0.00545506929747761,0.136988941511288,0.71266470001416
"544","Variable_31","B vs A","unique_group:Timepoint_cos",1,0.0128162382431654,0.0128162382431654,0.3218442911256,0.57272904172569
"545","Variable_31","B vs A","unique_group:Timepoint_sin",1,0.0295602246461299,0.0295602246461299,0.74232308780782,0.392527851930213
"546","Variable_31","B vs A","Residuals",57,2.26981058854742,0.0398212383955688,NA,NA
"547","Variable_31","B vs C","unique_group",1,0.181696633398153,0.181696633398153,5.12784548381563,0.0273658481576151
"548","Variable_31","B vs C","Timepoint_cos",1,0.0830608963050018,0.0830608963050018,2.34414603085107,0.131286007161218
"549","Variable_31","B vs C","Timepoint_sin",1,0.101819200179333,0.101819200179333,2.87354320242799,0.0955033192976744
"550","Variable_31","B vs C","unique_group:Timepoint_cos",1,0.0912825787201575,0.0912825787201575,2.57617849206645,0.114010126098354
"551","Variable_31","B vs C","unique_group:Timepoint_sin",1,0.00608475657710241,0.00608475657710241,0.171724103801305,0.68013945839653
"552","Variable_31","B vs C","Residuals",57,2.01969972308688,0.0354333284752083,NA,NA
"553","Variable_31","A vs C","unique_group",1,0.00052209771227003,0.00052209771227003,0.0206248467556012,0.886321202025936
"554","Variable_31","A vs C","Timepoint_cos",1,0.0333658287410201,0.0333658287410201,1.31807722670359,0.255818214494034
"555","Variable_31","A vs C","Timepoint_sin",1,0.02222664130781,0.02222664130781,0.878036926980826,0.352763629312271
"556","Variable_31","A vs C","unique_group:Timepoint_cos",1,0.169140707183167,0.169140707183167,6.68170168878766,0.0123729691376534
"557","Variable_31","A vs C","unique_group:Timepoint_sin",1,0.0610850530006909,0.0610850530006909,2.41309208523292,0.125958278829835
"558","Variable_31","A vs C","Residuals",56,1.41758492722772,0.0253140165576378,NA,NA
"559","Variable_32","B vs A","unique_group",1,0.190605462099912,0.190605462099912,0.739621374931653,0.393385039836847
"560","Variable_32","B vs A","Timepoint_cos",1,0.0741824855785679,0.0741824855785679,0.287856136833621,0.593685582754757
"561","Variable_32","B vs A","Timepoint_sin",1,0.00599819102604029,0.00599819102604029,0.0232752526863955,0.879282231358079
"562","Variable_32","B vs A","unique_group:Timepoint_cos",1,0.1322917932098,0.1322917932098,0.513342256344768,0.476621021098989
"563","Variable_32","B vs A","unique_group:Timepoint_sin",1,0.482504130914924,0.482504130914924,1.87229875149346,0.176581634468726
"564","Variable_32","B vs A","Residuals",57,14.6892879355994,0.257706805887709,NA,NA
"565","Variable_32","B vs C","unique_group",1,0.82962586073262,0.82962586073262,3.71570241637853,0.0588910781851892
"566","Variable_32","B vs C","Timepoint_cos",1,0.253692778968168,0.253692778968168,1.1362313018996,0.290944459370297
"567","Variable_32","B vs C","Timepoint_sin",1,0.0882421011134617,0.0882421011134617,0.395215968851387,0.532081570833519
"568","Variable_32","B vs C","unique_group:Timepoint_cos",1,0.177612822614047,0.177612822614047,0.795486767473757,0.376195955577885
"569","Variable_32","B vs C","unique_group:Timepoint_sin",1,0.102473895136151,0.102473895136151,0.458956883813716,0.500852485335682
"570","Variable_32","B vs C","Residuals",57,12.7267118737266,0.223275646907485,NA,NA
"571","Variable_32","A vs C","unique_group",1,0.221402665613789,0.221402665613789,2.33205120953461,0.132363625399017
"572","Variable_32","A vs C","Timepoint_cos",1,0.0245333562441217,0.0245333562441217,0.258411717602572,0.613210208908752
"573","Variable_32","A vs C","Timepoint_sin",1,0.158570873174592,0.158570873174592,1.67023913446837,0.201533982607567
"574","Variable_32","A vs C","unique_group:Timepoint_cos",1,0.618853712979275,0.618853712979275,6.51843348804024,0.0134278920901084
"575","Variable_32","A vs C","unique_group:Timepoint_sin",1,0.132481762960829,0.132481762960829,1.39544054132126,0.242481029294284
"576","Variable_32","A vs C","Residuals",56,5.3165853406995,0.0949390239410624,NA,NA
"577","Variable_33","B vs A","unique_group",1,0.0307899161940852,0.0307899161940852,0.215782744262075,0.644041720772988
"578","Variable_33","B vs A","Timepoint_cos",1,0.0727665611446716,0.0727665611446716,0.50996463112581,0.47806839514168
"579","Variable_33","B vs A","Timepoint_sin",1,0.0380268330516397,0.0380268330516397,0.266500705612666,0.607685834202427
"580","Variable_33","B vs A","unique_group:Timepoint_cos",1,0.423903936727513,0.423903936727513,2.97081532128793,0.09019990416262
"581","Variable_33","B vs A","unique_group:Timepoint_sin",1,0.0248413723390992,0.0248413723390992,0.174093994305724,0.67806607292421
"582","Variable_33","B vs A","Residuals",57,8.13329735454346,0.142689427272692,NA,NA
"583","Variable_33","B vs C","unique_group",1,0.091908369605703,0.091908369605703,0.768946318735836,0.384224121500449
"584","Variable_33","B vs C","Timepoint_cos",1,0.0572121237524417,0.0572121237524417,0.478662086328309,0.491837636086779
"585","Variable_33","B vs C","Timepoint_sin",1,0.0218671004389861,0.0218671004389861,0.182949892987132,0.6704620045669
"586","Variable_33","B vs C","unique_group:Timepoint_cos",1,0.0170306851583406,0.0170306851583406,0.142486290576549,0.707223596915977
"587","Variable_33","B vs C","unique_group:Timepoint_sin",1,0.0396091079452052,0.0396091079452052,0.331387422859756,0.567109120920536
"588","Variable_33","B vs C","Residuals",57,6.81292951130547,0.11952507914571,NA,NA
"589","Variable_33","A vs C","unique_group",1,0.225511427014559,0.225511427014559,2.47125474459069,0.121578825523019
"590","Variable_33","A vs C","Timepoint_cos",1,0.161488886905555,0.161488886905555,1.76966721042591,0.188815579705997
"591","Variable_33","A vs C","Timepoint_sin",1,6.90278624986908e-06,6.90278624986908e-06,7.56438088158743e-05,0.993091520535789
"592","Variable_33","A vs C","unique_group:Timepoint_cos",1,0.275489979590877,0.275489979590877,3.01894200291319,0.0877943537419621
"593","Variable_33","A vs C","unique_group:Timepoint_sin",1,0.00190591958234008,0.00190591958234008,0.0208859163946585,0.885609041440181
"594","Variable_33","A vs C","Residuals",56,5.11021372461017,0.0912538165108958,NA,NA
"595","Variable_34","B vs A","unique_group",1,0.0495598371668065,0.0495598371668065,0.114146053142584,0.736713565318955
"596","Variable_34","B vs A","Timepoint_cos",1,3.64836216711455,3.64836216711455,8.40289568363978,0.00531003407475176
"597","Variable_34","B vs A","Timepoint_sin",1,11.6838828811212,11.6838828811212,26.9102804307322,2.9398072583741e-06
"598","Variable_34","B vs A","unique_group:Timepoint_cos",1,12.2292266564783,12.2292266564783,28.1663144115013,1.89818220183329e-06
"599","Variable_34","B vs A","unique_group:Timepoint_sin",1,0.146769328000668,0.146769328000668,0.338038631105232,0.563255796753691
"600","Variable_34","B vs A","Residuals",57,24.7482119682166,0.434179157337133,NA,NA
"601","Variable_34","B vs C","unique_group",1,4.21623060326268,4.21623060326268,10.7779616052722,0.00175785220922645
"602","Variable_34","B vs C","Timepoint_cos",1,7.18251918380559,7.18251918380559,18.360693063677,7.11275237521486e-05
"603","Variable_34","B vs C","Timepoint_sin",1,3.78770903608758,3.78770903608758,9.68253077317537,0.00290569942930523
"604","Variable_34","B vs C","unique_group:Timepoint_cos",1,7.06135516687742,7.06135516687742,18.0509611620628,8.04444216615165e-05
"605","Variable_34","B vs C","unique_group:Timepoint_sin",1,3.64883326862519,3.64883326862519,9.32752227614151,0.00342861390298767
"606","Variable_34","B vs C","Residuals",57,22.297828957603,0.391189981712334,NA,NA
"607","Variable_34","A vs C","unique_group",1,5.09908602119147,5.09908602119147,40.3507250348875,4.04000837207268e-08
"608","Variable_34","A vs C","Timepoint_cos",1,0.653120098443984,0.653120098443984,5.16835162175082,0.0268572332238886
"609","Variable_34","A vs C","Timepoint_sin",1,2.29638077306678,2.29638077306678,18.1720074468892,7.81979177902175e-05
"610","Variable_34","A vs C","unique_group:Timepoint_cos",1,0.736577501216411,0.736577501216411,5.82877717593851,0.0190590778226724
"611","Variable_34","A vs C","unique_group:Timepoint_sin",1,2.34383139695978,2.34383139695978,18.5474996565682,6.74255021293296e-05
"612","Variable_34","A vs C","Residuals",56,7.07667128508434,0.126369130090792,NA,NA
"613","Variable_35","B vs A","unique_group",1,9.46094327314021,9.46094327314021,6.82898486387982,0.0114499953577109
"614","Variable_35","B vs A","Timepoint_cos",1,2.34475325852867,2.34475325852867,1.69246173978068,0.198511447420133
"615","Variable_35","B vs A","Timepoint_sin",1,0.193093518298572,0.193093518298572,0.139376452823459,0.710286584404397
"616","Variable_35","B vs A","unique_group:Timepoint_cos",1,2.80114154986579,2.80114154986579,2.0218864750966,0.160495437128509
"617","Variable_35","B vs A","unique_group:Timepoint_sin",1,8.63639145724672,8.63639145724672,6.23381673870912,0.0154475062239847
"618","Variable_35","B vs A","Residuals",57,78.9683645985721,1.38540990523811,NA,NA
"619","Variable_35","B vs C","unique_group",1,33.6053854401253,33.6053854401253,19.2166176655394,5.07736890678853e-05
"620","Variable_35","B vs C","Timepoint_cos",1,1.73804528871669,1.73804528871669,0.99386902906287,0.323012054123718
"621","Variable_35","B vs C","Timepoint_sin",1,2.60834200981032,2.60834200981032,1.49153210079363,0.227006361905292
"622","Variable_35","B vs C","unique_group:Timepoint_cos",1,3.61579813793713,3.61579813793713,2.06762724076788,0.155923236416509
"623","Variable_35","B vs C","unique_group:Timepoint_sin",1,3.00163931524461,3.00163931524461,1.7164318854095,0.195408285425519
"624","Variable_35","B vs C","Residuals",57,99.6797148918751,1.74876692792763,NA,NA
"625","Variable_35","A vs C","unique_group",1,7.28896265855565,7.28896265855565,5.72966363117119,0.0200558060782983
"626","Variable_35","A vs C","Timepoint_cos",1,0.149967767884869,0.149967767884869,0.117885754907698,0.732624658625499
"627","Variable_35","A vs C","Timepoint_sin",1,1.8377689698706,1.8377689698706,1.44462230394374,0.234450940585637
"628","Variable_35","A vs C","unique_group:Timepoint_cos",1,0.0257892397978945,0.0257892397978945,0.0202722494636609,0.887290381855353
"629","Variable_35","A vs C","unique_group:Timepoint_sin",1,1.35053612942645,1.35053612942645,1.06162126297554,0.307275378336904
"630","Variable_35","A vs C","Residuals",56,71.2401172485025,1.27214495086612,NA,NA
"631","Variable_36","B vs A","unique_group",1,0.612104221663846,0.612104221663846,9.02089654127222,0.00395969489888655
"632","Variable_36","B vs A","Timepoint_cos",1,6.29865889695572e-05,6.29865889695572e-05,0.000928265943073423,0.975800677740295
"633","Variable_36","B vs A","Timepoint_sin",1,0.0692621690155956,0.0692621690155956,1.02075241241667,0.316610304300097
"634","Variable_36","B vs A","unique_group:Timepoint_cos",1,0.0561729387645036,0.0561729387645036,0.827849655466176,0.366726546872529
"635","Variable_36","B vs A","unique_group:Timepoint_sin",1,0.0271681433359342,0.0271681433359342,0.400390981760799,0.529417820888874
"636","Variable_36","B vs A","Residuals",57,3.86767994458328,0.0678540341154961,NA,NA
"637","Variable_36","B vs C","unique_group",1,0.446253324944868,0.446253324944868,7.525510838122,0.00811714115745209
"638","Variable_36","B vs C","Timepoint_cos",1,0.053317220542992,0.053317220542992,0.899129034174475,0.34701832496927
"639","Variable_36","B vs C","Timepoint_sin",1,0.00458474650005376,0.00458474650005376,0.0773160838195639,0.781974219380213
"640","Variable_36","B vs C","unique_group:Timepoint_cos",1,7.52749075298414e-05,7.52749075298414e-05,0.00126941828954314,0.971702748967875
"641","Variable_36","B vs C","unique_group:Timepoint_sin",1,0.00105771644055558,0.00105771644055558,0.0178370806268934,0.894224468452884
"642","Variable_36","B vs C","Residuals",57,3.38002828897728,0.0592987419118821,NA,NA
"643","Variable_36","A vs C","unique_group",1,0.0128713744493233,0.0128713744493233,0.619925118506549,0.434394948594503
"644","Variable_36","A vs C","Timepoint_cos",1,4.3351946531851e-08,4.3351946531851e-08,2.08796354243739e-06,0.99885220943191
"645","Variable_36","A vs C","Timepoint_sin",1,0.053151301943167,0.053151301943167,2.55993074287629,0.115230567752856
"646","Variable_36","A vs C","unique_group:Timepoint_cos",1,0.0607124586393607,0.0607124586393607,2.92409938542409,0.0928018151033495
"647","Variable_36","A vs C","unique_group:Timepoint_sin",1,0.0379199640382098,0.0379199640382098,1.8263425007721,0.181994449192484
"648","Variable_36","A vs C","Residuals",56,1.16271618562346,0.0207627890289904,NA,NA
"649","Variable_37","B vs A","unique_group",1,1.49004409103866,1.49004409103866,0.723621646280619,0.398517877474769
"650","Variable_37","B vs A","Timepoint_cos",1,6.73604349445069,6.73604349445069,3.27127694555301,0.0757781744360042
"651","Variable_37","B vs A","Timepoint_sin",1,5.57640432977407,5.57640432977407,2.70811240130799,0.105342929741435
"652","Variable_37","B vs A","unique_group:Timepoint_cos",1,2.70352169708987,2.70352169708987,1.3129321695708,0.25665234734906
"653","Variable_37","B vs A","unique_group:Timepoint_sin",1,10.1121706406323,10.1121706406323,4.91085170596807,0.03069634035305
"654","Variable_37","B vs A","Residuals",57,117.371437996297,2.05914803502275,NA,NA
"655","Variable_37","B vs C","unique_group",1,1.68251187897703,1.68251187897703,1.00970592654923,0.319220080033635
"656","Variable_37","B vs C","Timepoint_cos",1,6.65364714351998,6.65364714351998,3.99297445558849,0.0504689548970662
"657","Variable_37","B vs C","Timepoint_sin",1,0.0159509306281617,0.0159509306281617,0.00957244307780033,0.922403485146841
"658","Variable_37","B vs C","unique_group:Timepoint_cos",1,2.73146345267218,2.73146345267218,1.63920081086891,0.205620960471195
"659","Variable_37","B vs C","unique_group:Timepoint_sin",1,0.859933448260681,0.859933448260681,0.516061675400854,0.475460941981158
"660","Variable_37","B vs C","Residuals",57,94.9812956228248,1.66633851969868,NA,NA
"661","Variable_37","A vs C","unique_group",1,6.24021731870268,6.24021731870268,3.02657868890594,0.0874044319668847
"662","Variable_37","A vs C","Timepoint_cos",1,0.834304008586458,0.834304008586458,0.404647242795309,0.527290360582319
"663","Variable_37","A vs C","Timepoint_sin",1,11.1300069001511,11.1300069001511,5.39818406490636,0.0238137609830683
"664","Variable_37","A vs C","unique_group:Timepoint_cos",1,0.00252493332622599,0.00252493332622599,0.00122462231774529,0.972208485210553
"665","Variable_37","A vs C","unique_group:Timepoint_sin",1,4.8568851140546,4.8568851140546,2.35564632286207,0.13046108569221
"666","Variable_37","A vs C","Residuals",56,115.461121539077,2.06180574176924,NA,NA
"667","Variable_38","B vs A","unique_group",1,0.0458607083091033,0.0458607083091033,1.98767713872733,0.164017301709933
"668","Variable_38","B vs A","Timepoint_cos",1,0.0056642441220781,0.0056642441220781,0.245497484987394,0.622168325116164
"669","Variable_38","B vs A","Timepoint_sin",1,0.0188760961705677,0.0188760961705677,0.818120482871138,0.369537442761101
"670","Variable_38","B vs A","unique_group:Timepoint_cos",1,0.0265630984430529,0.0265630984430529,1.15128757177393,0.287801481924017
"671","Variable_38","B vs A","unique_group:Timepoint_sin",1,0.00054762515379228,0.00054762515379228,0.0237349582882236,0.878105393072516
"672","Variable_38","B vs A","Residuals",57,1.3151332893493,0.0230725138482333,NA,NA
"673","Variable_38","B vs C","unique_group",1,0.00625653189575577,0.00625653189575577,0.511072161934123,0.47759299949595
"674","Variable_38","B vs C","Timepoint_cos",1,0.0479436728160008,0.0479436728160008,3.91633526774755,0.0526573016022538
"675","Variable_38","B vs C","Timepoint_sin",1,0.00180105368758374,0.00180105368758374,0.147121187458065,0.702728737443249
"676","Variable_38","B vs C","unique_group:Timepoint_cos",1,0.000367235321882355,0.000367235321882355,0.0299980489223283,0.863108249500577
"677","Variable_38","B vs C","unique_group:Timepoint_sin",1,0.00499079264384301,0.00499079264384301,0.407678763371134,0.525707275018139
"678","Variable_38","B vs C","Residuals",57,0.697792493154904,0.0122419735641211,NA,NA
"679","Variable_38","A vs C","unique_group",1,0.0846515217647073,0.0846515217647073,4.27993128752183,0.0431930515950482
"680","Variable_38","A vs C","Timepoint_cos",1,0.00310910026072309,0.00310910026072309,0.15719428551914,0.693259731553982
"681","Variable_38","A vs C","Timepoint_sin",1,0.00469322525295498,0.00469322525295498,0.237286715947546,0.628074071564523
"682","Variable_38","A vs C","unique_group:Timepoint_cos",1,0.0208290938481422,0.0208290938481422,1.05310676752133,0.309205101708409
"683","Variable_38","A vs C","unique_group:Timepoint_sin",1,0.008761193432508,0.008761193432508,0.4429608010125,0.508429025057391
"684","Variable_38","A vs C","Residuals",56,1.10760778628492,0.0197787104693735,NA,NA
"685","Variable_39","B vs A","unique_group",1,0.0433689710330479,0.0433689710330479,0.165796209418044,0.685400310213534
"686","Variable_39","B vs A","Timepoint_cos",1,1.85114281852184,1.85114281852184,7.07677528637889,0.0101233304954068
"687","Variable_39","B vs A","Timepoint_sin",1,0.0737877865760478,0.0737877865760478,0.282084979750477,0.597401497495795
"688","Variable_39","B vs A","unique_group:Timepoint_cos",1,0.291906209471871,0.291906209471871,1.11593477740448,0.295252319514748
"689","Variable_39","B vs A","unique_group:Timepoint_sin",1,0.00396150312033646,0.00396150312033646,0.0151445188876868,0.902490056443252
"690","Variable_39","B vs A","Residuals",57,14.9100595095674,0.261579991395919,NA,NA
"691","Variable_39","B vs C","unique_group",1,1.68115312044934,1.68115312044934,5.29075869751283,0.0251204033337578
"692","Variable_39","B vs C","Timepoint_cos",1,1.24662849252387,1.24662849252387,3.9232657984331,0.0524552253267689
"693","Variable_39","B vs C","Timepoint_sin",1,0.0362396250978421,0.0362396250978421,0.114049761053155,0.736820414606462
"694","Variable_39","B vs C","unique_group:Timepoint_cos",1,0.63327851685995,0.63327851685995,1.99299146536354,0.163464312196887
"695","Variable_39","B vs C","unique_group:Timepoint_sin",1,0.300232715307673,0.300232715307673,0.944862684112559,0.335137426150551
"696","Variable_39","B vs C","Residuals",57,18.1119066932044,0.317752749003587,NA,NA
"697","Variable_39","A vs C","unique_group",1,1.16597791060683,1.16597791060683,3.74257105617395,0.0581006057360096
"698","Variable_39","A vs C","Timepoint_cos",1,0.306007460853757,0.306007460853757,0.982226726206598,0.325912786006835
"699","Variable_39","A vs C","Timepoint_sin",1,0.0663491632433558,0.0663491632433558,0.212968406774283,0.646238295570268
"700","Variable_39","A vs C","unique_group:Timepoint_cos",1,0.0618671078571195,0.0618671078571195,0.198581847124996,0.657586062308803
"701","Variable_39","A vs C","unique_group:Timepoint_sin",1,0.235582934240967,0.235582934240967,0.756177165105903,0.388239559679091
"702","Variable_39","A vs C","Residuals",56,17.4464992150967,0.311544628841012,NA,NA
"703","Variable_40","B vs A","unique_group",1,1.85651621361043,1.85651621361043,17.0858309623584,0.000118511970902858
"704","Variable_40","B vs A","Timepoint_cos",1,0.0933472531331264,0.0933472531331264,0.859090470710941,0.357901407141117
"705","Variable_40","B vs A","Timepoint_sin",1,0.0998190398423676,0.0998190398423676,0.918651412289519,0.341877260954607
"706","Variable_40","B vs A","unique_group:Timepoint_cos",1,0.244635873238284,0.244635873238284,2.25142508685645,0.139010628538808
"707","Variable_40","B vs A","unique_group:Timepoint_sin",1,0.00205820893325838,0.00205820893325838,0.01894204298409,0.891017799371743
"708","Variable_40","B vs A","Residuals",57,6.19351932071249,0.10865823369671,NA,NA
"709","Variable_40","B vs C","unique_group",1,1.48818949181686,1.48818949181686,44.3107012802841,1.18552659706531e-08
"710","Variable_40","B vs C","Timepoint_cos",1,0.391146391311449,0.391146391311449,11.6463467841739,0.00118978457396814
"711","Variable_40","B vs C","Timepoint_sin",1,0.0163164000327715,0.0163164000327715,0.485819266832134,0.488631267404448
"712","Variable_40","B vs C","unique_group:Timepoint_cos",1,0.0280569078830748,0.0280569078830748,0.835391776982366,0.364568238390205
"713","Variable_40","B vs C","unique_group:Timepoint_sin",1,0.0582147349536541,0.0582147349536541,1.7333382239469,0.19325447902871
"714","Variable_40","B vs C","Residuals",57,1.91436376727589,0.0335853292504542,NA,NA
"715","Variable_40","A vs C","unique_group",1,0.0200245062558846,0.0200245062558846,0.197650016068651,0.658337923911158
"716","Variable_40","A vs C","Timepoint_cos",1,0.0177814966751882,0.0177814966751882,0.175510599795329,0.676862663629668
"717","Variable_40","A vs C","Timepoint_sin",1,0.00551267314448694,0.00551267314448694,0.0544123246618813,0.816406586846569
"718","Variable_40","A vs C","unique_group:Timepoint_cos",1,0.106777831444536,0.106777831444536,1.05394059814016,0.309015415666009
"719","Variable_40","A vs C","unique_group:Timepoint_sin",1,0.0385538454353369,0.0385538454353369,0.380542125355191,0.539813276440118
"720","Variable_40","A vs C","Residuals",56,5.67352521711935,0.101312950305703,NA,NA
"721","Variable_41","B vs A","unique_group",1,0.511467217805002,0.511467217805002,2.37972854903629,0.128452931039979
"722","Variable_41","B vs A","Timepoint_cos",1,0.45528946975859,0.45528946975859,2.11834759207028,0.151029245376605
"723","Variable_41","B vs A","Timepoint_sin",1,0.0286908525021435,0.0286908525021435,0.133491333205192,0.716191548975855
"724","Variable_41","B vs A","unique_group:Timepoint_cos",1,0.0930402901338354,0.0930402901338354,0.432893110124062,0.513221312617971
"725","Variable_41","B vs A","unique_group:Timepoint_sin",1,0.516084165014631,0.516084165014631,2.4012100452137,0.126776375186428
"726","Variable_41","B vs A","Residuals",57,12.250822232095,0.214926705826229,NA,NA
"727","Variable_41","B vs C","unique_group",1,0.102910747192366,0.102910747192366,0.561157767910245,0.456874521234717
"728","Variable_41","B vs C","Timepoint_cos",1,0.00735831038283952,0.00735831038283952,0.0401238271286334,0.841951646824407
"729","Variable_41","B vs C","Timepoint_sin",1,0.260247118267871,0.260247118267871,1.41909077503137,0.238489997517729
"730","Variable_41","B vs C","unique_group:Timepoint_cos",1,0.216870223870863,0.216870223870863,1.1825626970338,0.28141195776998
"731","Variable_41","B vs C","unique_group:Timepoint_sin",1,0.141626131995978,0.141626131995978,0.772267292550763,0.383206175608255
"732","Variable_41","B vs C","Residuals",57,10.453232451561,0.183390043009841,NA,NA
"733","Variable_41","A vs C","unique_group",1,0.15309937262477,0.15309937262477,1.71924877257147,0.195140883495591
"734","Variable_41","A vs C","Timepoint_cos",1,0.0394319361173907,0.0394319361173907,0.442805914927521,0.508502872573728
"735","Variable_41","A vs C","Timepoint_sin",1,0.044169377111187,0.044169377111187,0.496005607872548,0.484179069076827
"736","Variable_41","A vs C","unique_group:Timepoint_cos",1,0.596405404165241,0.596405404165241,6.69740993373731,0.0122762087741524
"737","Variable_41","A vs C","unique_group:Timepoint_sin",1,0.109705726869347,0.109705726869347,1.23195433809159,0.271770796047596
"738","Variable_41","A vs C","Residuals",56,4.98680877588394,0.0890501567122132,NA,NA
"739","Variable_42","B vs A","unique_group",1,0.0625119089443138,0.0625119089443138,0.349303365099474,0.556844218028273
"740","Variable_42","B vs A","Timepoint_cos",1,0.144523310463762,0.144523310463762,0.807565782789937,0.372621463267393
"741","Variable_42","B vs A","Timepoint_sin",1,0.0122904403829681,0.0122904403829681,0.0686763891365016,0.794218547729822
