Name	CC10.fastq	CC101.fastq	CC102.fastq	CC103.fastq	CC117.fastq	CC118.fastq	CC122.fastq	CC123.fastq	CC13.fastq	CC14.fastq	CC15.fastq	CC16.fastq	CC17.fastq	CC18.fastq	CC19.fastq	CC20.fastq	CC6.fastq	CC67.fastq	CC68.fastq	CC69.fastq	CC7.fastq	CC70.fastq	CC71.fastq	CC78.fastq	CC79.fastq	CC8.fastq	CC80.fastq	CC81.fastq	CC82.fastq	CC83.fastq	CC9.fastq
Species_5956	3	2	0	1	3	1	0	1	1	0	0	2	1	1	1	1	8	3	3	1	3	0	0	2	0	11	3	2	1	4	1
Species_5957	13	4	3	0	2	4	1	2	7	2	3	3	0	2	2	0	9	1	5	1	7	2	0	0	3	16	4	2	2	2	8
Species_5958	10	2	3	0	3	4	1	6	7	4	1	8	1	4	3	3	9	3	2	2	10	2	3	1	1	14	1	0	2	7	3
Species_5959	12	3	7	1	2	2	1	4	8	7	3	6	2	0	4	1	17	4	6	3	13	2	3	6	2	23	5	1	3	11	7
Species_5960	8	0	3	3	1	4	2	7	4	8	1	9	1	5	0	1	10	3	5	0	9	2	1	6	0	14	3	2	4	4	4
Species_5961	1	1	0	0	1	3	1	0	2	0	0	1	1	0	0	0	10	2	2	3	3	1	0	1	0	2	0	0	1	1	0
Species_5962	1	0	0	0	1	1	0	2	1	1	2	0	0	0	0	0	7	1	0	4	6	1	1	1	0	6	1	0	0	4	5
Species_5963	9	3	2	0	3	1	0	0	7	1	1	3	3	0	0	1	17	3	5	2	7	1	1	0	3	10	2	1	4	1	2
Species_5964	13	2	5	2	7	5	2	6	15	3	1	2	2	2	8	2	24	6	8	4	10	0	1	1	3	30	3	1	8	13	8
Species_5965	18	4	9	3	5	4	2	8	6	2	2	3	1	1	0	1	14	3	3	5	13	2	1	4	0	23	2	1	5	7	7
Species_5966	8	1	5	0	0	4	1	3	5	7	2	7	2	1	3	1	14	1	9	1	12	1	1	5	2	24	5	4	6	6	3
Species_5967	14	1	5	5	7	3	2	5	6	5	2	7	1	4	4	3	8	2	3	1	17	4	3	5	2	16	3	0	6	2	3
Species_5968	9	1	1	4	0	2	1	0	7	5	1	5	8	1	1	1	9	2	6	0	15	1	1	5	0	15	8	2	1	3	12
Species_5969	2	0	1	0	3	1	2	0	4	0	0	0	0	0	4	1	5	0	0	2	3	0	0	1	0	7	0	1	2	2	3
Species_5970	6	0	4	0	2	6	0	5	11	3	0	4	0	1	1	1	9	2	3	0	14	2	2	6	2	12	2	1	2	4	4
Species_5971	10	4	5	0	0	5	1	4	11	2	2	1	1	1	1	4	14	1	5	3	5	0	1	2	0	20	3	2	3	8	5
Species_5972	28	2	12	2	8	5	2	7	19	11	4	4	3	1	4	3	34	7	5	9	25	0	4	11	2	34	8	3	6	13	12
Species_5973	4	0	4	0	0	1	1	2	3	1	0	2	0	1	4	1	7	2	1	2	12	0	1	4	2	14	2	0	4	8	4
Species_5974	17	0	11	1	7	5	0	6	16	2	1	9	1	2	6	1	22	6	4	7	17	2	2	5	3	20	5	5	3	5	3
Species_5975	11	3	1	2	2	7	2	9	14	4	1	2	2	2	4	6	26	4	7	5	13	0	0	8	2	12	1	0	4	2	8
Species_5976	9	2	1	0	3	3	0	3	14	4	3	5	1	0	3	3	11	3	3	2	11	1	1	6	2	18	1	3	5	7	3
Species_5977	1	0	1	0	0	1	0	0	2	4	1	0	0	1	0	0	3	0	1	0	5	1	0	3	0	8	2	1	0	2	2
Species_5978	8	1	4	0	1	3	0	1	8	0	1	3	1	2	3	4	7	4	3	0	2	1	0	1	0	10	1	1	5	2	3
Species_5979	14	4	4	1	5	6	5	4	9	3	2	7	7	5	3	2	29	9	10	4	15	4	2	4	0	29	6	3	9	6	8
Species_5980	8	4	1	0	2	2	2	4	2	3	1	4	1	3	0	0	11	3	2	3	5	2	1	0	2	14	2	1	2	3	4
Species_5981	2	0	1	0	0	1	1	1	4	3	1	0	0	0	1	0	6	1	1	1	6	0	0	3	0	6	0	0	1	5	1
Species_5982	962	396	313	53	556	399	326	905	1377	616	192	393	127	173	216	109	2412	929	874	158	1462	315	163	733	85	3179	428	302	1429	825	474
Species_5983	17	5	5	2	2	0	0	2	4	3	0	0	0	3	1	0	24	8	13	1	14	3	1	4	5	25	4	4	4	8	24
Species_5984	8	5	2	0	3	2	0	0	6	4	2	0	0	0	0	0	6	2	2	2	6	0	1	2	0	7	1	0	0	4	8
Species_5985	3	2	0	0	0	2	0	0	4	1	0	0	0	0	1	0	5	0	1	1	2	1	1	0	0	5	2	0	1	2	1
Species_5986	7	1	4	2	1	4	1	6	3	2	1	5	0	1	2	0	6	0	1	3	7	0	1	2	1	9	0	1	3	2	2
Species_5987	12	1	7	0	5	4	2	5	6	5	4	6	4	4	2	3	20	2	10	1	8	1	0	3	2	15	2	4	5	2	8
Species_5988	79	19	31	8	64	43	11	57	103	37	13	35	18	24	13	12	187	33	68	20	99	18	17	27	14	134	31	12	41	31	65
Species_5989	4	0	2	1	1	0	1	4	4	1	0	4	3	2	0	0	6	1	1	2	5	0	1	2	1	14	0	4	3	3	4
Species_5990	10	3	4	1	0	4	0	2	2	4	0	2	1	0	0	1	6	0	1	0	2	0	0	1	0	5	0	0	2	1	2
Species_5991	4	1	0	0	0	2	0	2	2	1	0	1	0	0	2	1	10	4	2	0	10	1	1	3	0	19	3	1	1	7	2
Species_5992	5	1	2	1	1	0	0	3	2	1	0	3	1	2	3	1	6	0	1	2	6	0	2	1	2	5	0	1	0	4	4
Species_5993	7	1	6	0	2	3	0	1	8	3	0	3	1	0	1	2	13	4	3	2	4	0	0	2	1	9	2	1	4	2	6
Species_5994	2	0	2	0	1	1	0	1	5	0	0	0	0	0	0	1	4	0	1	2	3	0	0	1	1	5	1	0	1	2	2
Species_5995	16	3	6	1	3	6	2	2	8	5	1	3	1	1	3	2	19	5	9	0	14	2	0	7	2	20	4	6	2	6	3
Species_5996	9	4	2	3	1	5	1	4	15	1	1	3	0	2	1	0	7	3	1	0	6	1	0	4	1	11	2	1	2	3	4
Species_5997	14	2	8	1	3	1	1	5	8	4	3	5	2	1	0	2	16	2	5	2	12	5	1	2	1	19	2	2	3	11	4
Species_5998	8	1	2	1	3	5	1	2	3	2	2	2	0	3	1	3	4	0	2	0	4	0	2	1	1	14	4	1	2	4	2
Species_5999	16	4	5	2	3	7	0	7	12	10	0	5	4	1	5	3	19	2	5	5	15	0	4	6	1	34	2	6	11	11	8
Species_6000	4	2	2	0	2	2	0	2	10	2	3	2	1	5	1	3	14	3	5	0	6	3	0	0	0	13	4	0	5	3	0
Species_6001	14	3	5	3	4	5	1	9	17	6	1	8	3	3	3	4	22	6	6	2	19	4	1	7	4	27	6	3	4	5	12
Species_6002	15	3	4	2	3	5	3	2	12	5	0	3	3	2	6	1	13	6	1	2	9	1	3	2	1	22	8	3	3	6	2
Species_6003	5	1	3	0	2	2	0	0	0	0	0	3	2	0	1	0	7	1	1	2	6	2	1	1	0	4	1	0	0	1	3
Species_6004	8	1	3	2	5	6	1	1	15	5	4	1	2	3	2	5	13	3	4	1	10	2	2	3	1	17	2	3	5	4	5
Species_6005	20	9	2	2	3	5	2	4	8	3	3	2	1	2	2	1	15	3	5	3	7	3	1	1	0	19	1	2	4	9	6
Species_6006	4	1	1	0	0	0	0	4	3	2	2	4	1	0	1	1	8	2	3	1	4	1	2	0	0	14	2	3	3	1	1
Species_6007	10	1	4	2	5	1	1	6	7	3	2	2	2	1	1	2	11	5	2	1	11	1	2	5	1	20	2	2	4	5	5
Species_6008	12	3	6	0	5	8	0	5	15	7	4	4	2	4	2	0	23	6	8	3	15	2	1	5	1	31	2	4	7	11	8
Species_6009	11	0	4	0	3	4	0	4	4	0	1	2	1	2	1	1	6	1	2	1	4	2	0	1	0	6	0	0	0	4	6
Species_6010	2	0	1	0	0	0	2	4	4	2	0	1	0	1	1	1	13	3	3	3	9	1	1	5	0	9	2	1	2	3	2
Species_6011	12	2	3	0	1	8	0	5	6	3	0	2	4	2	2	3	26	8	7	4	19	4	4	3	1	23	4	4	4	7	11
Species_6012	16	4	4	2	2	7	1	3	7	10	3	6	1	1	1	1	19	5	5	2	9	2	1	1	3	20	5	2	4	5	5
Species_6013	7	0	1	4	1	3	0	6	4	2	1	0	1	1	2	2	8	3	2	2	1	0	0	1	0	7	2	0	3	1	1
Species_6014	5	2	1	2	3	2	0	1	5	3	0	4	2	1	4	1	10	3	4	1	7	1	0	1	2	11	2	0	1	5	5
Species_6015	9	1	2	2	5	5	1	4	10	6	0	4	1	2	3	0	15	4	8	2	5	1	0	2	1	16	3	2	5	2	6
Species_6016	9	2	3	0	1	5	1	3	10	5	3	5	2	0	3	0	23	5	7	2	7	1	0	4	1	24	7	1	5	9	8
Species_6017	7	3	1	0	1	4	1	1	7	5	0	3	0	1	2	0	9	2	1	2	9	1	0	1	3	16	0	4	3	7	6
Species_6018	4	1	1	0	3	1	2	5	3	3	0	2	3	0	0	0	13	6	2	3	7	2	1	2	0	8	0	0	2	3	7
Species_6019	14	6	3	1	2	4	1	0	5	4	1	1	2	2	2	2	12	3	4	1	5	0	1	2	1	12	2	3	3	2	2
Species_6020	6	2	2	2	1	2	0	5	3	0	1	0	2	0	1	1	11	3	4	2	3	0	0	2	0	7	3	0	2	0	2
Species_6021	8	1	0	0	7	1	3	5	6	5	3	1	1	2	2	1	12	5	1	5	18	1	3	11	2	13	0	1	2	3	5
Species_6022	10	4	2	2	3	1	0	4	4	4	0	4	5	1	4	0	19	8	4	3	8	1	0	5	0	14	4	1	3	4	10
Species_6023	5	0	3	0	3	4	0	4	7	7	2	3	1	1	2	4	19	2	4	4	8	1	0	3	2	16	7	1	0	6	7
Species_6024	8	2	2	0	0	2	0	4	4	1	1	2	0	2	1	0	4	2	1	0	6	0	1	2	1	6	0	0	4	2	3
Species_6025	88	22	38	12	43	33	14	62	56	26	11	45	20	34	7	10	153	40	46	29	117	16	17	57	13	239	48	32	67	72	42
Species_6026	6	1	3	0	6	2	0	5	6	2	2	5	1	1	1	1	15	4	6	0	9	2	1	2	0	11	0	2	2	6	4
Species_6027	17	5	7	0	4	5	1	12	16	7	1	5	2	2	1	2	22	2	11	2	15	2	2	5	2	20	0	7	8	3	14
Species_6028	11	2	5	0	3	3	1	5	4	2	0	2	0	1	1	1	13	2	5	2	17	5	3	5	1	16	3	4	2	7	4
Species_6029	11	2	6	0	4	2	1	2	13	5	1	1	0	4	3	2	25	7	6	4	17	1	5	3	2	21	6	1	4	8	6
Species_6030	9	2	2	1	1	2	2	3	6	3	1	2	3	3	3	0	10	1	5	1	8	0	2	5	0	11	0	3	2	3	4
Species_6031	7	1	3	0	4	3	1	4	7	3	1	2	0	3	2	1	12	2	0	2	9	3	0	2	3	18	6	2	6	2	5
Species_6032	8	1	4	0	0	0	0	1	2	0	3	0	2	1	1	0	5	0	2	0	4	1	1	1	0	3	0	0	0	2	4
Species_6033	9	3	5	0	3	2	2	1	5	3	3	4	1	2	3	1	8	0	4	1	11	1	2	5	0	19	5	3	1	6	6
Species_6034	26	8	8	1	8	9	0	10	19	10	3	10	3	6	3	1	40	12	14	6	21	3	4	6	1	42	9	2	8	14	19
Species_6035	27	7	9	1	7	10	1	15	7	8	3	9	1	7	4	4	42	13	13	5	30	3	2	11	5	50	6	8	13	17	14
Species_6036	22	4	11	1	0	6	0	4	8	2	2	4	2	4	4	3	35	5	7	4	20	3	3	9	3	33	4	5	7	9	9
Species_6037	5	0	4	0	2	0	2	7	5	1	2	0	1	1	0	0	13	6	4	0	9	1	2	2	1	11	1	2	2	5	9
Species_6038	3	1	1	0	4	4	0	5	1	3	0	2	3	1	1	0	13	5	2	5	10	1	2	3	1	12	0	3	2	2	8
Species_6039	6	2	2	1	1	2	0	1	4	2	1	3	2	2	1	0	9	0	2	4	9	3	1	1	1	18	2	5	6	4	7
Species_6040	10	1	4	1	3	3	3	4	9	5	2	9	1	1	1	0	21	3	8	2	14	0	2	8	0	20	2	2	7	5	5
Species_6041	14	6	1	4	4	1	1	2	9	4	2	1	1	2	2	2	26	4	12	2	4	1	0	0	0	9	4	0	1	1	3
Species_6042	16	3	5	2	3	5	1	8	7	4	1	6	3	2	3	2	22	4	11	0	9	5	0	0	1	18	2	5	3	8	6
Species_6043	12	1	1	2	3	4	1	5	6	1	3	6	3	2	0	3	13	2	3	4	5	1	2	0	2	25	7	1	5	7	10
Species_6044	5	1	1	0	2	3	1	4	8	5	2	8	0	2	1	1	7	4	1	0	8	1	2	1	2	8	1	2	2	2	5
Species_6045	5	2	2	0	2	0	0	4	3	2	0	1	1	2	3	0	5	1	1	1	3	1	2	0	0	7	0	0	1	2	2
Species_6046	10	0	5	2	0	2	1	5	3	3	0	3	2	2	3	1	14	4	2	0	14	3	1	4	2	13	2	1	2	5	3
Species_6047	12	2	4	2	4	5	1	4	2	2	0	4	0	5	1	1	18	5	6	0	11	1	1	4	0	16	1	0	3	8	6
Species_6048	24	5	9	2	4	10	0	4	7	3	1	5	5	3	8	0	24	6	11	2	23	4	2	9	2	35	6	8	4	9	10
Species_6049	9	1	3	0	3	4	1	1	7	5	4	2	0	2	1	2	20	6	8	0	10	3	2	3	0	18	2	3	4	6	7
Species_6050	8	0	1	1	2	0	0	3	3	5	2	5	0	0	1	2	16	5	3	4	6	2	1	1	1	7	0	0	3	3	2
Species_6051	6	0	3	1	3	3	1	4	7	1	2	2	0	2	2	0	9	3	4	1	8	1	0	4	1	9	4	0	1	4	7
Species_6052	13	1	5	4	2	4	2	6	11	3	1	5	2	0	0	3	22	3	15	1	14	1	0	7	1	26	6	4	5	8	5
Species_6053	13	4	4	2	8	3	2	5	6	5	2	2	1	4	2	0	13	3	4	2	8	1	1	2	2	28	2	5	6	8	5
Species_6054	6	2	1	1	2	4	1	8	7	4	1	2	4	6	2	2	12	3	4	0	7	0	0	3	1	12	3	1	2	3	5
Species_6055	4	0	2	1	1	2	0	3	6	1	0	1	1	3	2	0	9	1	6	0	5	0	1	2	1	5	0	2	0	2	3
Species_6056	5	0	1	0	1	0	1	3	4	1	0	4	0	0	0	0	7	3	2	0	2	0	0	0	1	8	1	0	2	4	1
Species_6057	7	4	1	1	1	4	1	2	8	4	1	0	0	3	1	0	9	2	3	2	8	3	0	3	0	11	4	3	1	0	6
Species_6058	17	4	5	1	5	4	1	4	13	2	5	2	4	1	4	1	18	6	8	0	11	1	1	4	1	16	2	0	5	4	7
Species_6059	5	1	2	0	5	3	0	8	3	1	2	5	0	1	1	0	9	2	2	1	4	1	0	2	0	14	4	1	2	5	6
Species_6060	3	0	1	0	0	1	0	1	2	2	2	2	0	1	1	2	9	2	5	0	8	2	1	2	3	9	1	0	2	4	3
Species_6061	8	3	2	1	2	2	1	5	6	5	0	5	3	1	0	0	10	3	4	0	8	2	0	2	2	11	2	1	3	4	3
Species_6062	8	1	3	2	2	0	1	2	6	1	0	3	0	2	1	0	8	3	1	1	2	1	1	0	0	6	1	2	1	0	2
Species_6063	10	2	2	3	0	4	3	8	10	8	2	3	1	3	5	2	15	2	6	3	11	2	2	2	3	23	2	5	5	4	7
Species_6064	1	0	1	0	1	0	1	1	0	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	5	0	1	2	0	0
Species_6065	10	2	2	1	9	4	0	3	9	5	4	4	1	0	2	3	19	4	6	4	7	1	0	3	1	24	3	1	2	10	5
Species_6066	15	4	6	0	4	2	0	5	10	8	3	3	1	4	3	4	18	5	3	3	12	1	3	3	3	26	3	1	7	7	7
Species_6067	3	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	3	2	0	0	3	1	1	1	0	0	0	0	0	0	2
Species_6068	4	3	0	1	1	2	0	2	2	3	0	1	1	4	0	1	8	5	1	0	5	0	0	2	1	7	2	0	3	1	3
Species_6069	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	4	2	1	1	1	0	0	0	0	3	0	0	0	3	3
Species_6070	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	1	0	0
Species_6071	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0
Species_6072	1	0	0	0	2	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	5	2	1	1	0	4	1	0	0	0	1
Species_6073	8	2	3	1	1	2	1	3	9	4	1	4	4	2	2	2	13	2	5	4	3	1	1	0	0	11	2	2	2	3	10
Species_6074	10	2	6	1	0	3	0	1	3	5	0	2	2	2	3	2	8	0	1	3	7	1	0	3	1	10	3	1	0	4	8
Species_6075	10	2	2	2	4	0	1	0	10	6	0	2	2	1	3	0	14	4	4	2	18	2	1	9	1	13	6	1	2	3	7
Species_6076	5	1	2	1	4	2	2	3	10	6	0	3	0	5	2	0	13	4	5	1	11	4	1	2	2	18	2	1	4	6	5
Species_6077	4	2	1	0	0	0	0	1	5	2	0	2	1	1	0	0	7	1	3	0	2	0	0	1	0	4	2	0	1	0	0
Species_6078	13	0	4	3	5	6	0	6	7	2	1	3	3	1	0	1	9	0	4	2	5	0	1	2	0	9	1	1	2	2	1
Species_6079	2	0	1	0	1	1	0	0	4	0	0	3	1	3	1	0	2	0	0	1	6	1	0	2	0	8	0	1	4	1	3
Species_6080	7	3	2	1	0	0	0	1	0	2	0	2	0	0	1	0	8	0	4	1	3	0	0	1	0	2	0	0	1	1	1
Species_6081	25	6	11	2	6	7	2	8	11	6	4	3	7	3	4	4	43	13	10	12	38	7	5	14	0	47	11	2	7	21	11
Species_6082	23	7	9	1	7	10	5	9	17	10	3	7	1	5	2	0	52	15	22	5	17	1	2	11	1	43	9	4	9	14	13
Species_6083	59	14	22	11	15	14	3	24	37	16	3	12	8	11	9	12	70	14	17	6	45	5	3	18	11	86	12	8	25	23	20
Species_6084	20	1	13	1	7	5	2	8	4	4	1	5	2	1	4	5	16	4	5	3	12	2	2	2	1	22	5	2	5	7	8
Species_6085	15	2	5	3	5	3	2	7	5	5	2	10	2	2	2	1	17	3	6	1	14	3	1	3	3	21	4	4	3	9	5
Species_6086	9	2	4	0	2	5	1	3	6	3	2	6	1	0	2	0	13	4	2	4	13	2	1	6	0	19	5	2	0	8	4
Species_6087	121	22	44	10	75	108	11	55	103	59	23	47	18	16	20	10	233	71	98	35	171	42	25	56	19	306	57	27	79	102	75
Species_6088	6	1	2	0	2	2	0	4	8	4	1	3	1	0	1	1	15	3	4	4	3	1	1	0	1	18	2	2	4	6	5
Species_6089	56	17	16	3	8	21	6	25	28	22	5	13	5	10	16	6	82	26	22	11	46	6	8	9	9	67	12	6	10	20	33
Species_6090	10	2	5	1	6	3	1	6	13	5	2	6	4	0	2	1	24	9	7	3	13	2	0	3	2	25	7	2	6	5	11
Species_6091	12	3	3	1	2	4	1	12	5	6	4	2	2	2	3	0	16	5	1	3	6	1	2	0	2	21	3	3	1	8	9
Species_6092	9	1	0	1	4	3	0	4	8	3	0	4	2	5	1	0	16	8	1	4	13	1	2	1	3	13	2	1	5	3	5
Species_6093	8	2	2	0	2	3	0	2	2	2	0	3	0	0	5	1	11	1	3	3	4	1	0	1	0	10	1	1	2	5	1
Species_6094	12	2	2	2	1	4	3	3	9	3	1	6	3	1	3	3	27	9	9	2	17	0	2	7	1	33	5	3	7	7	8
Species_6095	12	1	3	2	10	8	2	12	19	10	2	10	4	5	5	3	26	4	10	4	30	7	4	5	5	39	6	6	9	11	18
Species_6096	21	7	3	2	6	3	1	14	12	2	5	8	4	3	1	6	24	6	4	5	18	3	3	4	1	42	11	6	7	6	16
Species_6097	14	3	3	2	2	6	1	5	14	4	0	1	1	4	2	1	13	3	3	4	9	0	0	2	2	23	5	1	3	8	8
Species_6098	4	3	1	0	0	1	1	0	0	2	1	1	0	0	0	1	2	1	0	0	3	1	0	1	0	8	4	0	2	2	1
Species_6099	10	2	3	3	3	3	0	5	5	7	1	1	3	3	0	3	18	6	7	1	10	3	0	3	1	21	1	3	4	9	3
Species_6100	3	0	0	1	2	2	1	1	13	6	4	5	2	1	2	1	11	4	2	1	13	1	3	4	2	14	3	2	4	5	3
Species_6101	118	24	48	8	129	239	30	115	163	58	17	43	39	20	30	12	365	49	168	35	185	37	24	77	8	371	66	39	86	116	104
Species_6102	9	2	4	3	4	7	0	5	3	5	0	2	3	2	2	0	12	4	4	0	8	1	1	2	3	11	1	1	3	5	4
Species_6103	8	1	4	1	3	2	1	3	8	3	0	6	1	4	1	0	12	3	3	4	6	0	0	4	0	10	3	1	1	5	5
Species_6104	5	2	2	0	2	4	0	0	2	3	0	1	2	1	0	2	5	3	1	0	2	0	0	2	0	6	1	1	0	2	1
Species_6105	2	0	0	2	0	0	0	1	3	0	1	2	0	0	0	0	6	1	1	3	2	0	1	0	0	4	1	0	0	2	1
Species_6106	16	6	5	2	7	7	1	3	8	7	4	10	2	8	3	2	33	9	14	3	9	2	0	3	3	26	5	0	12	5	9
Species_6107	5	0	1	2	2	5	1	5	14	2	1	3	2	4	1	0	25	8	8	2	6	2	0	2	2	28	4	7	5	2	6
Species_6108	6	3	1	0	2	1	0	3	3	3	1	0	0	1	1	1	12	4	5	1	7	1	2	0	1	13	2	1	5	2	4
Species_6109	2	1	0	0	4	2	0	1	2	2	1	1	1	3	0	0	10	5	4	1	3	0	1	2	0	6	1	0	2	2	3
Species_6110	3	1	0	2	2	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	2	0	0	0	1	0
Species_6111	5	0	3	1	1	1	1	3	4	5	3	6	0	0	3	1	4	0	2	1	9	3	1	1	2	10	3	1	1	1	3
Species_6112	86	12	45	11	6	24	4	12	44	24	5	11	14	10	13	15	50	2	19	5	36	1	4	14	8	54	13	2	12	9	26
Species_6113	14	1	7	2	0	3	0	5	10	2	1	4	2	2	1	2	14	4	3	4	10	3	0	5	0	21	5	3	3	6	5
Species_6114	11	3	5	0	7	3	1	3	6	1	1	4	1	5	3	2	13	5	5	1	10	1	2	3	1	25	6	3	6	7	3
Species_6115	13	4	5	0	3	1	0	6	4	6	1	6	0	2	0	1	14	4	5	1	12	2	0	5	2	17	2	1	3	8	8
Species_6116	13	4	5	0	4	4	1	7	10	8	2	5	5	1	5	2	19	5	6	5	18	2	3	7	3	34	3	4	6	17	11
Species_6117	17	2	1	0	2	1	0	3	3	2	2	1	2	0	4	1	5	1	3	1	6	1	0	3	2	17	3	2	4	2	4
Species_6118	4	0	2	1	1	2	0	0	3	1	0	1	0	1	3	0	10	3	5	1	5	0	0	2	1	8	1	0	2	1	1
Species_6119	7	1	2	1	3	0	2	8	7	4	3	6	1	4	4	2	22	7	6	2	11	3	2	2	2	24	5	1	3	11	5
Species_6120	4	1	1	0	3	2	1	0	4	2	1	1	0	0	2	0	4	1	1	0	1	0	0	0	1	6	2	0	1	2	1
Species_6121	8	4	2	0	2	2	1	6	8	4	0	3	1	2	1	1	14	7	4	1	10	3	1	2	1	21	2	4	5	7	9
Species_6122	10	1	6	0	2	2	2	3	7	5	2	4	1	2	4	2	13	1	6	1	13	1	3	5	1	7	1	2	1	3	5
Species_6123	10	0	5	2	3	2	0	7	6	6	2	7	0	4	3	1	16	3	7	2	13	1	2	6	2	23	7	3	2	8	4
Species_6124	9	1	3	2	3	2	2	4	10	6	1	4	2	1	4	2	16	5	3	4	11	3	2	1	1	18	3	2	4	6	8
Species_6125	13	3	4	1	2	5	1	1	9	6	2	1	0	3	4	1	10	4	5	0	17	1	2	6	2	20	2	2	5	7	7
Species_6126	9	2	3	1	1	4	0	5	10	3	3	3	2	3	5	2	24	8	8	0	10	1	0	6	0	23	7	4	3	7	3
Species_6127	12	0	5	3	4	3	0	4	6	3	0	3	2	1	1	1	11	2	1	1	11	5	0	3	2	15	7	1	1	4	4
Species_6128	19	6	7	0	3	5	3	5	6	2	1	6	1	4	2	0	12	2	6	2	19	5	3	5	2	31	4	6	6	6	11
Species_6129	1	0	1	0	1	3	1	1	4	2	0	0	1	1	0	1	4	1	2	0	0	0	0	0	0	3	1	0	1	1	1
Species_6130	7	3	2	0	0	4	0	3	5	1	1	2	1	0	0	2	14	4	3	2	9	1	2	4	1	14	3	1	2	3	2
Species_6131	8	2	0	1	5	0	1	2	4	2	1	6	1	4	3	4	24	6	4	3	10	3	1	1	1	10	0	0	3	3	5
Species_6132	4	0	2	0	1	4	2	4	2	1	1	2	1	0	0	0	6	1	4	1	3	0	0	2	1	9	3	3	1	1	2
Species_6133	3	2	1	0	0	0	2	0	4	0	1	0	0	0	0	0	0	0	0	0	4	2	0	1	0	3	0	1	2	0	0
Species_6134	12	2	3	1	1	2	0	2	4	1	1	5	1	1	0	1	12	2	5	2	9	0	1	4	1	8	0	2	2	2	2
Species_6135	19	5	5	0	6	3	1	2	7	2	2	3	5	2	5	1	36	8	9	9	25	6	1	11	3	26	3	1	1	15	9
Species_6136	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	2	0	0	0
Species_6137	0	0	0	0	1	0	0	0	2	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	3	1	0	0	2	1
Species_6138	15	1	3	1	3	1	2	2	7	6	0	4	3	1	1	0	17	4	6	1	11	2	2	4	2	14	1	3	1	4	2
Species_6139	3	0	3	0	1	0	0	3	2	3	0	1	1	0	1	0	2	1	0	0	3	0	1	0	1	8	2	0	2	4	0
Species_6140	9	4	2	2	4	3	1	6	6	2	2	4	5	2	2	3	13	4	2	3	7	1	1	1	2	15	5	1	2	4	9
Species_6141	4	0	1	0	0	3	0	3	3	0	1	1	0	0	1	0	9	4	3	0	0	0	0	0	0	4	0	2	0	0	1
Species_6142	24	4	11	1	5	8	2	10	11	7	3	7	3	6	6	3	25	7	8	5	22	5	2	4	3	49	10	2	13	11	13
Species_6143	12	4	2	0	8	1	3	5	4	4	1	3	1	1	4	0	12	0	5	2	7	2	1	0	3	13	4	0	5	1	4
Species_6144	12	3	3	0	0	3	2	3	6	5	0	1	1	3	3	4	12	3	6	0	5	2	1	2	0	4	1	0	0	2	3
Species_6145	9	1	5	2	7	1	1	3	11	3	0	5	2	1	3	1	16	6	2	1	9	2	2	1	1	15	6	2	0	6	1
Species_6146	9	2	4	0	3	4	4	4	10	2	1	1	1	2	4	0	12	2	2	3	2	0	0	1	0	7	0	2	1	3	4
Species_6147	39	11	14	2	14	20	3	20	26	18	5	13	5	7	5	4	68	23	31	7	47	8	5	22	3	74	22	4	11	26	22
Species_6148	7	2	3	0	2	4	0	2	3	1	0	1	1	3	3	1	15	3	4	4	6	2	0	1	1	10	3	0	2	4	9
Species_6149	2	0	0	1	0	1	0	1	4	0	1	2	0	0	0	0	5	0	2	1	1	0	0	0	0	10	2	2	2	4	2
Species_6150	8	1	3	0	3	2	0	3	7	3	2	4	0	1	2	3	17	3	7	2	14	1	1	4	0	12	3	4	0	4	5
Species_6151	8	0	2	0	3	3	2	4	6	2	0	9	0	1	1	2	32	13	6	9	15	4	0	5	1	18	2	4	6	5	7
Species_6152	9	4	4	0	3	1	3	6	8	4	1	2	3	1	1	0	22	7	6	5	10	0	1	4	0	23	7	1	8	5	6
Species_6153	15	2	5	2	10	8	1	9	9	9	2	3	5	2	0	2	35	17	7	6	26	2	3	9	4	42	8	7	9	12	8
Species_6154	13	6	5	1	3	8	2	5	15	4	1	3	3	4	1	0	19	8	2	5	15	3	1	4	2	20	2	4	3	6	6
Species_6155	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	0	1	2	0	0	1	0	3	1	2	0	0	0
Species_6156	20	7	7	2	7	7	1	9	19	8	1	5	4	3	4	3	39	15	8	6	28	5	2	11	2	42	10	7	7	15	7
Species_6157	13	3	2	4	3	3	0	4	10	5	2	4	1	3	2	4	28	3	10	0	13	2	2	5	0	23	5	4	4	6	8
