Name	CC10.fastq	CC101.fastq	CC102.fastq	CC103.fastq	CC117.fastq	CC118.fastq	CC122.fastq	CC123.fastq	CC13.fastq	CC14.fastq	CC15.fastq	CC16.fastq	CC17.fastq	CC18.fastq	CC19.fastq	CC20.fastq	CC6.fastq	CC67.fastq	CC68.fastq	CC69.fastq	CC7.fastq	CC70.fastq	CC71.fastq	CC78.fastq	CC79.fastq	CC8.fastq	CC80.fastq	CC81.fastq	CC82.fastq	CC83.fastq	CC9.fastq
Species_1	3	0	0	0	4	1	0	2	4	0	1	0	1	1	0	0	10	6	2	1	4	0	0	2	1	3	1	0	0	1	3
Species_2	4	1	1	1	1	8	1	6	7	2	4	0	0	0	6	0	13	4	4	1	11	0	2	6	0	9	2	1	4	2	6
Species_3	5	3	1	0	3	5	2	2	12	3	1	4	1	0	3	0	12	6	5	1	6	1	1	0	3	9	1	1	3	2	5
Species_4	41	11	16	3	16	21	5	19	14	18	5	16	6	6	7	6	62	8	26	15	37	6	5	16	2	74	14	11	14	30	13
Species_5	13	4	6	1	3	4	1	4	13	6	8	6	1	1	4	3	18	1	12	3	9	1	1	3	1	25	3	6	8	4	7
Species_6	4	1	3	0	0	1	2	3	3	5	0	0	0	3	2	1	15	6	4	0	8	1	0	2	0	13	2	0	4	4	6
Species_7	2	0	1	0	4	2	0	0	2	1	0	1	1	1	0	0	3	2	0	0	3	1	0	2	0	4	2	0	0	0	0
Species_8	15	3	6	2	5	2	1	4	7	6	3	9	1	4	6	4	19	3	6	2	22	2	3	6	3	27	6	0	6	12	3
Species_9	9	1	4	0	1	0	1	2	5	1	0	3	0	2	1	0	12	1	5	1	9	2	2	3	0	21	5	1	5	3	7
Species_10	9	2	3	1	6	3	0	4	9	3	1	3	0	6	2	2	23	11	7	3	11	2	0	1	1	19	4	1	1	9	5
Species_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	0	0	0	0	1	0	1	0	0	0
Species_12	23	3	6	3	7	4	2	10	18	15	0	12	2	1	10	3	30	5	9	5	23	4	3	5	2	45	11	5	7	18	13
Species_13	14	3	6	1	4	1	3	3	9	1	0	6	2	2	2	1	9	3	3	1	6	2	0	1	0	18	4	0	3	6	5
Species_14	11	1	6	0	3	2	2	3	7	3	2	1	1	1	1	1	18	4	7	2	12	4	0	3	1	10	2	2	2	2	4
Species_15	21	1	7	0	3	7	2	4	10	3	1	6	6	1	1	6	26	9	4	3	19	3	1	9	1	21	3	2	6	4	9
Species_16	18	5	2	4	2	3	2	5	17	3	2	5	1	2	5	2	11	2	5	1	12	1	3	4	2	22	5	1	5	5	12
Species_17	12	0	8	3	2	2	0	1	5	2	6	3	1	3	5	1	13	4	5	2	10	1	2	4	0	10	2	0	1	5	8
Species_18	7	2	0	1	2	1	0	1	0	1	1	1	2	2	0	2	7	2	0	4	6	0	0	5	1	11	2	1	3	3	4
Species_19	6	0	4	0	3	1	1	8	3	1	2	2	5	0	1	0	15	1	5	4	10	1	0	4	1	23	5	2	5	7	5
Species_20	1	0	1	0	0	1	1	0	1	1	0	1	0	1	0	0	4	0	2	1	2	1	0	1	0	4	2	0	1	1	2
Species_21	7	2	1	2	4	1	0	2	3	2	0	3	0	0	3	1	5	3	0	2	5	0	1	3	0	14	2	1	3	4	4
Species_22	16	2	6	1	3	5	1	7	8	3	3	2	1	0	6	1	17	6	5	4	9	1	3	2	2	16	3	4	3	5	4
Species_23	2	1	0	0	0	1	1	0	3	0	0	0	0	1	1	0	5	0	2	1	2	0	0	1	0	2	0	0	1	1	0
Species_24	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0
Species_25	3	1	0	0	2	2	0	2	1	0	0	0	2	0	1	0	3	1	2	0	1	0	0	1	0	1	0	0	1	0	0
Species_26	1	0	0	0	1	0	1	1	1	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	3	0	1	2	0	0
Species_27	2	1	1	0	1	0	0	1	2	1	1	0	0	0	1	0	4	0	2	1	3	1	0	1	1	3	0	1	2	0	4
Species_28	3	2	1	0	0	3	0	0	1	2	0	1	0	0	1	0	2	0	0	0	2	0	0	2	0	1	0	0	0	1	2
Species_29	14	2	2	2	6	2	2	7	5	3	0	1	4	2	1	4	10	2	3	1	12	2	2	2	3	24	3	2	10	6	4
Species_30	2	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0
Species_31	5	1	2	0	1	0	0	1	0	1	1	1	1	0	1	0	8	3	0	2	8	1	0	3	0	9	2	0	2	4	6
Species_32	20	4	4	0	6	7	2	7	11	9	2	6	1	3	3	3	31	8	9	4	27	4	4	9	5	25	1	0	8	9	11
Species_33	15	1	6	4	6	7	4	2	7	8	0	1	0	5	4	2	31	11	8	5	24	4	4	6	3	18	9	1	1	5	9
Species_34	5	2	3	0	0	2	1	3	3	2	1	5	2	1	2	0	4	1	1	1	1	1	0	0	0	7	0	2	1	4	2
Species_35	6	2	2	1	3	5	1	4	10	9	2	4	3	2	3	0	13	3	5	3	18	2	1	9	1	17	3	2	3	7	3
Species_36	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	4	0	0	2	0	2	0	0	1	1	0
Species_37	5	2	1	1	3	1	0	4	7	5	1	4	2	0	1	0	12	1	4	6	7	2	0	3	0	17	2	0	6	5	3
Species_38	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	4	2	2	0	1	0	1	0	0	0	0	0	0	0	0
Species_39	3	1	1	0	0	2	0	4	5	1	0	0	0	0	0	0	4	0	1	0	4	0	0	1	0	5	0	0	1	3	2
Species_40	2	0	1	0	1	2	0	0	3	0	0	0	0	0	0	1	3	0	2	0	3	2	1	0	0	2	1	1	0	0	0
Species_41	2	2	0	0	0	0	1	3	1	0	0	2	0	2	0	0	3	1	2	0	1	1	0	0	0	5	1	0	1	2	1
Species_42	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	3	1	0	0	2	0
Species_43	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0
Species_44	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3
Species_45	3	0	1	1	1	0	1	1	1	3	0	1	0	0	0	0	3	1	1	1	2	0	1	0	0	7	1	0	3	3	3
Species_46	5	0	1	1	1	0	0	0	2	0	0	1	0	1	1	1	4	1	2	0	3	0	0	2	0	3	1	1	0	1	3
Species_47	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	1	0	0
Species_48	12	4	3	2	4	4	2	5	14	6	1	3	2	2	1	2	15	2	7	1	10	3	1	4	0	18	1	2	4	8	5
Species_49	4	0	3	0	3	2	2	2	7	3	0	3	3	2	3	1	14	6	2	4	7	0	1	4	0	14	4	1	4	2	6
Species_50	11	4	4	1	4	2	0	3	5	3	2	0	0	1	0	0	16	6	3	3	15	2	4	5	1	15	3	3	4	2	2
Species_51	3	0	2	1	1	1	0	1	5	2	2	1	1	0	2	0	8	2	3	1	5	0	2	3	0	6	2	0	1	2	3
Species_52	3	2	0	0	1	1	1	2	4	1	1	1	1	1	1	2	9	2	2	0	4	0	2	1	1	6	0	0	1	3	2
Species_53	8	2	3	0	1	4	0	1	0	3	0	0	0	0	0	0	10	4	1	2	8	2	1	2	0	8	2	2	0	4	3
Species_54	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	1	0	0	0	7	2	1	1	2	1
Species_55	7	1	1	2	3	3	0	1	5	4	0	2	0	2	1	2	11	5	2	0	5	0	1	2	0	21	6	3	6	3	7
Species_56	4	1	3	0	1	4	1	0	5	1	1	2	0	2	3	0	6	1	2	3	6	1	0	3	1	9	2	2	0	2	4
Species_57	4	1	1	0	1	2	3	3	12	0	0	6	2	0	1	2	12	1	2	4	8	1	2	3	1	20	5	1	6	6	2
Species_58	11	4	2	0	5	3	1	6	13	1	1	4	3	4	1	1	11	2	7	0	12	4	1	3	2	26	3	7	4	7	10
Species_59	6	2	0	0	0	0	0	1	0	2	0	0	0	2	1	0	1	0	1	0	1	0	0	1	0	5	1	0	0	3	3
Species_60	0	0	0	0	1	0	0	0	1	1	0	0	0	3	1	1	0	0	0	0	4	0	2	1	0	7	0	1	2	3	2
Species_61	6	2	1	0	2	2	1	0	4	1	1	0	1	1	1	3	12	2	4	2	5	0	0	0	0	8	1	0	2	3	1
Species_62	25	4	8	1	8	4	1	5	11	6	3	5	2	3	5	1	26	4	8	6	15	3	1	4	2	36	11	6	8	6	12
Species_63	10	3	4	0	4	3	1	6	7	3	1	3	0	1	2	1	13	2	5	2	13	1	1	7	2	20	2	0	8	6	7
Species_64	10	1	6	1	2	1	3	3	4	3	2	4	1	1	1	2	20	4	6	5	13	2	1	5	3	16	2	2	4	6	8
Species_65	11	1	5	1	1	5	0	5	13	4	4	7	0	4	5	2	21	5	9	2	20	4	3	8	0	24	5	2	5	7	8
Species_66	24	6	7	2	6	8	2	10	8	9	2	7	0	2	4	3	43	6	16	3	19	0	0	7	3	31	5	4	7	7	20
Species_67	17	3	4	0	7	3	1	7	7	7	0	8	5	2	3	2	27	6	11	4	10	1	0	5	1	28	4	3	4	11	6
Species_68	7	2	2	1	4	9	0	4	6	1	1	3	2	0	2	0	17	8	4	1	8	3	1	0	0	24	9	3	4	4	4
Species_69	14	2	7	0	4	4	0	6	13	3	0	2	1	2	1	0	9	1	3	2	9	1	1	4	1	20	6	0	5	5	6
Species_70	11	3	5	0	0	4	0	5	4	4	1	1	0	3	3	0	10	2	3	2	12	2	2	3	1	16	2	4	1	8	4
Species_71	9	1	3	3	2	0	2	2	8	2	1	1	0	2	1	0	12	3	4	0	10	1	0	5	1	5	2	0	1	1	6
Species_72	22	6	10	1	7	6	2	12	19	8	2	6	2	6	3	1	28	10	6	6	28	3	6	11	0	49	12	2	10	15	8
Species_73	3	0	1	0	0	0	0	2	2	5	0	0	0	1	0	0	7	3	2	1	8	0	0	2	0	3	1	0	0	0	4
Species_74	13	2	6	1	3	6	2	9	6	3	2	5	1	4	8	1	14	2	3	4	19	4	2	8	1	22	5	3	5	4	11
Species_75	5	1	1	1	3	2	0	1	0	3	0	2	0	1	1	0	8	2	1	1	4	1	0	2	0	8	2	0	2	3	2
Species_76	10	1	5	2	4	5	0	9	9	3	2	7	1	4	1	1	16	5	4	1	11	1	2	1	4	18	2	6	3	5	11
Species_77	23	2	9	0	5	3	2	3	7	5	4	2	4	3	4	1	22	5	6	2	18	4	2	6	1	29	6	2	1	13	8
Species_78	9	1	6	1	2	2	0	3	13	3	3	4	2	3	1	3	8	3	4	0	10	1	4	0	1	9	1	1	1	2	3
Species_79	12	2	2	1	3	4	2	3	3	3	4	3	2	1	2	0	18	5	8	2	10	0	1	5	2	21	2	2	3	8	6
Species_80	0	0	0	0	2	0	0	0	3	0	0	3	0	0	0	0	6	0	1	2	5	2	1	2	0	4	0	0	3	1	1
Species_81	18	4	5	3	6	5	1	7	11	3	2	5	3	6	4	1	24	3	9	6	17	3	3	7	1	23	5	4	3	4	6
Species_82	28	13	3	6	4	3	1	5	14	8	4	9	3	4	3	3	11	2	0	1	16	3	2	4	3	36	8	4	5	8	3
Species_83	21	5	5	3	8	6	2	11	12	9	3	6	2	5	6	6	37	14	11	4	21	5	3	4	3	37	6	2	5	12	4
Species_84	6	1	2	0	2	0	1	5	3	2	0	2	2	0	1	1	10	3	3	1	5	0	1	1	1	12	2	3	3	3	2
Species_85	13	3	3	4	5	3	0	3	5	4	0	4	2	2	0	0	17	1	8	4	14	0	0	7	2	22	7	3	1	8	1
Species_86	1	0	0	0	1	3	0	1	6	3	1	6	0	2	0	1	7	3	0	2	4	2	0	2	0	7	3	2	0	2	4
Species_87	8	4	0	0	2	1	0	0	1	0	0	0	0	2	1	0	4	0	2	1	6	0	0	3	1	4	1	1	0	2	0
Species_88	7	4	2	0	3	3	0	4	3	0	1	1	1	2	2	0	14	1	5	6	13	1	4	4	1	9	2	1	1	4	5
Species_89	7	2	0	1	3	2	2	5	10	1	0	0	1	1	2	0	15	7	2	1	10	0	4	3	1	13	2	2	3	4	3
Species_90	19	2	5	3	6	10	1	8	14	6	4	7	1	4	5	5	25	5	12	2	24	3	4	6	4	41	9	5	8	11	16
Species_91	10	1	7	0	3	3	1	2	4	3	3	3	2	2	3	3	16	6	4	1	13	1	1	6	1	23	3	1	9	5	4
Species_92	6	1	3	0	3	2	1	4	5	3	0	4	1	1	1	1	8	3	3	0	6	3	0	3	0	9	2	0	2	4	2
Species_93	8	2	2	0	2	6	2	5	6	3	1	6	2	0	2	1	13	1	2	4	8	2	1	5	0	14	3	0	2	4	7
Species_94	10	3	2	4	3	2	1	5	3	5	0	4	2	2	3	0	15	2	6	0	12	1	3	5	1	8	1	1	3	2	2
Species_95	26	2	11	3	10	3	4	13	13	8	2	2	3	5	3	1	31	17	4	6	26	9	6	7	0	24	8	3	2	9	23
Species_96	11	1	6	1	4	4	0	6	9	10	1	4	2	5	3	1	20	6	10	2	16	2	2	4	3	15	5	1	0	4	6
Species_97	14	1	4	1	1	5	1	2	8	2	2	2	1	5	1	1	14	4	6	2	9	0	1	3	0	8	2	0	2	3	2
Species_98	4	1	1	0	1	2	0	2	9	2	3	2	3	1	3	1	10	4	1	0	11	4	1	3	0	13	3	0	4	2	6
Species_99	8	2	2	1	5	7	2	3	8	4	0	3	0	4	2	1	14	3	3	0	10	2	0	5	2	16	3	4	1	4	5
Species_100	10	4	3	0	3	4	1	4	9	6	1	5	0	1	1	1	14	5	5	2	13	3	2	7	1	23	7	2	3	8	4
Species_101	2	0	1	0	1	1	1	4	3	3	2	3	0	0	0	0	7	2	2	1	13	2	0	4	3	10	2	1	3	2	4
Species_102	3	0	0	1	2	1	2	2	0	2	0	1	0	1	2	3	4	2	2	0	6	1	0	4	0	11	2	0	4	3	4
Species_103	7	1	5	1	1	1	1	3	2	1	1	0	0	2	2	1	11	6	0	2	7	0	0	2	1	10	2	1	3	1	0
Species_104	10	2	5	0	7	4	2	3	12	1	3	1	2	3	2	0	12	3	6	1	8	1	0	2	3	14	3	1	5	3	8
Species_105	4	2	0	1	3	2	0	3	9	0	2	5	2	4	4	2	15	3	7	0	9	1	4	2	0	17	4	2	3	3	5
Species_106	11	0	6	2	1	1	0	6	6	1	3	7	2	2	1	0	17	1	5	3	7	2	1	1	2	16	2	2	4	6	6
Species_107	8	3	3	0	4	2	1	5	9	4	2	7	6	4	2	1	15	4	6	2	14	1	3	5	3	24	4	2	6	3	7
Species_108	9	1	3	1	0	1	0	0	5	1	0	1	1	2	0	3	6	2	1	1	7	2	0	3	0	12	1	2	1	5	1
Species_109	9	4	3	2	2	5	0	5	1	3	2	1	0	8	3	1	12	4	3	3	6	1	1	2	1	13	3	1	3	3	8
Species_110	7	2	2	0	6	3	0	3	7	4	0	5	0	2	1	2	14	2	5	2	7	0	1	0	2	17	2	1	6	4	6
Species_111	17	4	5	1	7	1	0	4	4	5	2	2	3	3	2	2	27	7	9	3	17	1	2	7	3	29	6	3	6	11	9
Species_112	15	1	7	2	4	5	4	9	17	5	2	4	4	2	1	2	26	5	14	2	12	2	2	3	1	17	5	0	2	8	7
Species_113	13	1	8	0	1	2	2	6	5	7	0	3	2	3	1	0	14	2	7	1	6	0	1	0	2	25	5	1	6	7	5
Species_114	5	2	3	0	0	1	0	0	3	1	0	2	1	0	0	1	2	0	0	1	6	0	3	2	1	13	3	3	0	6	3
Species_115	12	2	4	0	6	0	1	5	5	4	0	7	1	3	3	2	11	1	5	1	17	4	4	4	3	19	4	0	4	7	4
Species_116	54	9	15	11	57	29	7	29	36	21	10	14	12	10	10	4	107	30	51	8	49	6	4	22	11	129	25	15	39	33	15
Species_117	8	0	4	0	0	3	0	1	5	3	1	2	0	3	1	1	11	4	5	0	14	3	1	3	2	11	2	1	0	7	3
Species_118	6	3	2	1	1	1	1	0	8	4	0	3	0	4	3	0	6	0	4	1	7	0	1	3	1	11	4	0	1	2	5
Species_119	5	1	1	0	3	3	0	4	3	2	2	3	0	1	1	1	11	5	0	3	6	1	1	3	1	18	5	0	3	5	4
Species_120	7	1	0	3	0	2	0	2	3	2	0	1	1	2	2	1	10	3	3	2	4	0	2	1	0	10	3	0	3	3	2
Species_121	5	2	0	0	0	0	2	1	4	1	0	4	1	0	2	0	8	4	3	0	4	1	0	2	0	2	0	0	0	1	2
Species_122	8	2	2	0	1	3	1	1	3	3	0	1	1	1	0	1	4	1	1	1	3	0	0	2	1	6	0	1	4	0	2
Species_123	3	3	0	0	1	1	0	2	2	1	0	2	1	1	0	0	5	1	0	0	4	1	0	2	0	5	0	0	2	2	1
Species_124	7	1	2	1	2	5	0	6	6	8	0	2	1	2	0	5	16	4	4	3	5	2	1	0	1	12	3	1	2	3	5
Species_125	4	0	1	3	1	2	0	4	6	2	2	5	2	1	0	0	9	3	4	1	4	0	0	0	1	10	3	1	1	4	1
Species_126	5	1	3	0	0	2	0	3	6	3	1	1	0	1	0	0	5	2	1	1	5	2	2	0	1	12	0	2	3	3	4
Species_127	10	2	2	3	3	2	0	4	6	2	4	4	2	2	3	2	16	3	9	2	19	5	5	5	2	18	6	2	6	2	6
Species_128	3	0	1	0	0	1	1	2	2	1	0	3	1	1	2	0	7	1	2	0	3	0	1	0	0	3	1	0	1	1	1
Species_129	25	8	9	1	9	5	6	7	20	6	5	13	7	4	5	4	49	15	14	4	35	2	7	10	3	57	11	4	17	17	18
Species_130	7	4	1	0	4	1	1	5	8	5	0	3	0	4	2	1	16	1	3	3	4	0	1	2	0	14	3	1	3	3	2
Species_131	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species_132	1	0	0	0	0	1	1	4	2	2	1	1	0	0	0	0	2	2	0	0	5	0	0	2	0	5	2	0	1	1	0
Species_133	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species_134	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	4	1	2	0	0	0
Species_135	4	0	2	0	1	2	1	1	1	1	0	2	0	0	0	0	6	5	0	0	2	0	1	0	1	7	1	1	0	2	0
Species_136	1	0	1	0	1	1	0	3	2	0	0	0	0	2	0	0	8	1	3	2	2	1	0	1	0	10	2	1	1	5	1
Species_137	12	4	4	0	4	4	0	0	10	6	2	3	1	1	1	0	14	2	4	4	9	1	0	3	0	14	3	2	2	5	4
Species_138	19	3	6	3	10	5	0	9	6	4	6	2	0	3	4	4	24	6	6	8	13	4	2	2	2	19	4	3	3	8	8
Species_139	3	0	2	0	2	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	1	1	0	0	0	1	1	0	0	0	1
Species_140	18	3	7	3	5	6	1	12	11	5	2	4	3	3	4	2	22	3	5	5	22	0	3	10	2	31	6	2	1	14	10
Species_141	12	2	5	1	1	2	4	4	5	1	0	3	1	1	4	1	5	1	2	1	8	0	0	4	1	8	1	2	3	1	4
Species_142	4	2	1	0	0	0	0	0	4	2	0	1	0	2	1	2	4	4	0	0	6	0	2	2	2	6	1	1	1	1	3
Species_143	5	0	1	3	2	3	0	4	4	3	0	2	1	1	2	0	6	1	3	2	7	2	0	3	0	13	1	3	2	3	3
Species_144	4	2	1	1	4	2	1	4	5	3	2	0	0	0	3	1	10	3	3	1	7	1	2	2	0	16	5	1	1	8	3
Species_145	4	2	1	0	0	1	0	2	4	4	0	1	1	1	2	0	3	1	2	0	7	1	0	4	1	12	3	1	0	5	2
Species_146	8	1	1	1	6	1	0	5	3	5	1	3	0	2	3	3	11	3	4	0	10	4	1	4	0	16	4	2	3	3	8
Species_147	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	3	1	0	1	1	0
Species_148	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Species_149	4	0	2	0	1	5	0	1	1	0	1	1	0	1	0	0	10	2	4	1	4	0	2	1	1	6	3	1	1	0	3
Species_150	2	1	0	0	3	2	0	2	4	5	2	3	1	2	0	1	3	0	0	0	3	1	0	1	0	7	1	0	2	1	0
Species_151	8	2	4	0	6	3	0	4	11	2	3	6	1	0	6	0	16	3	6	1	15	4	2	4	1	14	2	0	3	4	13
Species_152	6	0	2	0	0	0	1	2	4	1	0	4	1	0	1	0	8	2	4	0	4	0	1	2	0	9	1	1	3	2	5
Species_153	13	5	3	2	3	1	0	6	11	6	2	3	1	4	3	1	21	5	6	2	16	3	3	6	0	19	4	2	5	5	6
Species_154	6	1	3	0	6	5	0	5	8	3	2	1	2	2	0	1	16	6	5	2	11	2	2	5	1	10	1	1	2	0	6
Species_155	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species_156	19	1	10	2	1	5	3	4	11	0	0	2	1	1	2	1	14	3	5	2	7	0	1	2	1	17	1	3	2	8	8
Species_157	15	5	4	2	3	5	1	4	5	5	3	2	2	0	1	3	26	6	11	3	6	1	0	3	1	21	2	1	4	9	5
Species_158	6	2	1	1	2	2	0	2	5	5	0	1	0	0	1	3	11	2	3	0	7	1	1	3	0	7	0	0	3	2	3
Species_159	16	3	6	1	4	8	3	4	8	6	4	1	3	3	6	1	28	9	8	5	19	4	2	7	1	20	4	3	3	8	6
Species_160	5	2	2	0	2	0	0	0	4	4	1	2	0	0	0	0	2	0	0	1	4	1	0	1	0	14	3	5	2	3	1
Species_161	14	1	3	3	7	3	2	6	9	4	0	5	1	3	2	2	23	5	10	3	17	0	2	6	3	26	5	1	7	8	7
Species_162	14	3	3	0	4	6	0	7	10	5	1	8	3	2	5	1	20	5	7	4	6	0	0	4	1	22	6	2	3	4	2
Species_163	7	1	3	2	0	1	2	4	0	2	0	1	2	2	4	1	6	1	5	0	7	2	2	2	0	13	0	3	1	4	2
Species_164	15	3	4	2	5	4	0	2	8	4	1	4	3	1	4	2	18	6	6	2	17	4	3	6	1	23	3	3	5	6	11
Species_165	20	5	2	0	4	1	1	4	1	1	0	5	4	2	2	1	33	4	14	10	14	0	2	8	1	18	6	1	1	7	19
Species_166	14	4	6	1	5	4	1	4	6	3	1	1	0	5	2	1	21	5	9	3	11	0	0	3	2	18	4	1	3	8	10
Species_167	33	4	12	4	11	7	2	9	20	7	6	8	9	4	5	2	44	15	11	8	19	3	1	9	4	32	9	4	5	8	16
Species_168	6	1	5	0	1	2	1	0	7	0	1	3	0	0	1	1	10	2	4	1	6	1	1	0	0	12	3	0	2	6	5
Species_169	18	4	10	2	4	2	2	1	6	4	1	10	0	1	1	2	27	3	8	6	14	3	1	2	0	20	0	3	7	7	10
Species_170	9	2	3	2	0	7	0	4	4	1	1	4	1	1	2	1	15	4	4	0	10	1	1	2	3	14	3	2	3	3	3
Species_171	699	139	427	53	271	842	88	311	490	228	71	306	105	181	113	107	1101	397	315	116	693	120	113	236	129	1433	329	221	357	349	230
Species_172	9	2	2	3	4	6	4	5	9	6	1	4	2	1	4	0	15	6	4	1	13	4	2	3	1	22	5	0	8	6	6
Species_173	3	1	2	0	1	4	0	1	2	2	0	0	4	0	2	3	9	1	5	0	6	1	1	0	2	5	5	0	0	0	2
Species_174	15	1	5	3	3	5	1	4	9	2	0	2	0	4	4	1	10	4	1	2	9	0	2	5	1	14	1	4	3	4	6
Species_175	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	3	0	2	0	3	1	0	2	0	5	0	2	0	2	0
Species_176	8	2	3	1	2	3	1	3	7	3	2	1	1	3	1	2	19	3	5	5	14	3	2	3	0	20	3	4	2	4	4
Species_177	10	2	2	1	1	4	1	2	3	3	2	3	2	3	2	2	5	1	3	0	10	3	0	2	1	13	2	2	5	3	8
Species_178	6	2	2	1	1	1	1	2	9	2	0	1	1	0	1	1	11	2	5	2	9	0	1	5	1	16	2	2	2	6	3
Species_179	1	0	0	0	2	1	0	0	2	0	0	2	0	0	0	0	3	1	1	1	2	0	1	1	0	3	0	1	1	1	0
Species_180	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	3	0	2	0	0	0	0	0	0	3	0	0	0	2	0
Species_181	8	2	2	1	4	5	1	3	8	7	1	4	0	3	1	0	16	2	6	5	16	2	4	5	2	18	6	0	6	4	7
Species_182	6	2	2	1	2	1	2	1	4	3	0	2	2	1	2	0	8	2	3	2	3	0	0	1	1	8	2	0	3	1	0
Species_183	4	1	2	1	0	0	0	4	5	1	1	3	1	2	1	0	10	2	4	2	3	0	0	1	1	13	4	0	3	3	0
Species_184	4	1	1	2	2	3	3	2	5	5	1	2	0	1	3	0	8	3	2	2	10	2	0	6	0	15	3	1	3	4	4
Species_185	9	1	1	2	2	1	2	2	2	1	2	2	1	1	1	1	15	3	6	1	16	5	2	7	0	14	2	4	4	2	4
Species_186	7	1	1	2	0	1	0	2	4	2	0	2	1	0	1	0	7	0	3	0	4	1	0	0	0	7	0	0	2	5	3
Species_187	8	2	4	0	4	1	2	5	8	7	1	4	0	2	2	3	16	1	8	3	13	1	1	2	2	20	6	1	5	7	5
Species_188	8	4	0	1	4	1	1	4	5	2	0	2	0	1	1	2	7	0	0	3	8	1	3	1	2	5	1	0	1	0	3
Species_189	3	0	2	0	4	2	0	3	4	3	0	4	1	0	2	2	8	1	3	2	5	0	0	3	0	9	0	1	1	5	4
Species_190	7	4	1	0	1	1	0	2	1	0	0	2	0	2	1	0	3	1	1	0	5	0	1	2	2	6	1	0	3	2	1
Species_191	7	2	2	1	3	4	0	3	5	2	0	1	0	3	0	2	7	0	4	2	4	0	0	2	0	12	1	0	0	9	5
Species_192	22	2	12	1	9	11	1	6	15	11	3	11	5	6	5	4	43	10	11	4	31	6	5	12	2	37	6	4	5	12	12
Species_193	10	3	2	1	1	3	0	4	4	5	1	2	2	4	1	1	17	9	0	3	17	3	2	6	3	19	5	2	5	4	6
Species_194	46	9	17	1	18	16	3	12	34	20	7	22	6	11	13	14	65	16	19	7	51	11	4	13	8	89	7	12	22	24	20
Species_195	9	3	3	2	6	1	1	1	10	3	0	3	1	2	3	0	11	2	5	2	11	0	1	4	0	9	3	1	1	3	7
Species_196	7	3	1	1	3	1	1	6	2	4	0	3	1	5	3	2	10	1	5	2	5	0	2	0	1	16	2	3	5	3	2
Species_197	11	3	4	1	3	1	2	5	5	2	2	3	1	1	2	4	10	2	1	2	8	2	1	3	0	10	4	0	3	3	7
Species_198	2	1	0	1	2	0	1	3	7	3	1	2	1	0	1	0	9	1	2	2	2	0	0	1	0	19	2	3	1	8	4
Species_199	11	5	3	0	2	3	2	3	15	6	2	2	4	2	2	3	22	6	6	3	12	0	2	2	2	29	6	5	3	10	7
Species_200	2	0	1	1	0	1	2	2	3	0	0	2	1	0	1	0	7	2	1	1	5	2	1	0	0	2	1	0	0	0	0
Species_201	7	2	1	2	1	5	2	2	9	5	3	5	1	1	2	0	16	5	3	3	4	1	2	0	1	15	1	0	2	7	5
Species_202	7	2	2	1	2	0	0	3	8	5	0	3	2	2	2	0	12	2	5	1	9	0	2	5	0	9	3	1	3	2	5
Species_203	93	11	40	7	62	67	17	135	178	54	37	42	30	13	6	5	161	49	61	34	76	12	12	27	6	184	80	8	20	60	71
Species_204	3	0	1	2	1	0	0	3	5	0	0	2	0	0	0	1	7	2	2	0	4	0	1	1	1	11	3	0	2	4	5
Species_205	5	0	2	0	3	3	0	1	3	1	0	0	1	1	1	0	4	2	1	1	3	0	0	2	0	9	2	1	2	3	1
